CLAVE SITIO,CLAVE DE MONITOREO,NOMBRE DEL SITIO,TIPO CUERPO DE AGUA,FECHA REALIZACIÓN,Año,COLI_FEC,COLI_TOT,E_COLI,COT,COT_SOL,DBO_SOL,DBO_TOT,DQO_SOL,DQO_TOT,N_NH3,N_NO2,N_NO3,N_ORG,N_TOT,N_TOTK,TOX_D_48_UT,TOX_V_15_UT,TOX_V_5_UT,P_TOT,ORTO_PO4,COLOR_VER,ABS_UV,SDT,CONDUC_CAMPO,pH_CAMPO,OD_%,OD_mg/L,SAAM,SST,TURBIEDAD,AS_TOT,CD_TOT,CR_TOT,HG_TOT,NI_TOT,PB_TOT,CN_TOT,DUR_TOT,TEMP_AMB,TEMP_AGUA,CAUDAL,DQO_ESTADO,SST_ESTADO,EC_ESTADO,SEMAFORO,y
DLPUE2074M1,DLPUE2074M1-110922,SANTA MARÍA TEXMELUCAN,LÓTICO,44811,2022,24000.0,,24000.0,0.81,0.74,,2.14,,34.13,0.00175,0.0025,0.787,0.0,0.787,0.00175,0.5,0.5,,0.306,0.231,60,,71.04,111.0,7.9,64.5,4.93,0.005,42.0,50.0,,0.00065074,0.027,0.000296,,0.00077,0.002,,16.0,11.0,54.3,CUMPLE,CUMPLE,INCUMPLE,AMARILLO,0.0
DLPUE2074M1,DLPUE2074M1-131123,SANTA MARÍA TEXMELUCAN,LÓTICO,45243,2023,4000.0,93000.0,,,,,11.57,,26.43,,,,,,,0.5,,,,,,,,96.0,7.82,,,,8.0,,,,,,,,,,18.0,10.0,,CUMPLE,CUMPLE,,,
DLPUE2083,DLPUE2083-251112,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,41236,2012,3.0,23.0,1.5,3.19,2.84,28.0,60.0,60.1,159.25,0.00175,0.008,0.431,1.62,2.059,1.62,0.5,0.5,0.5,0.247,0.136,<5,0.0045,638.72,998.0,7.67,59.0,4.0,,99.0,34.9,0.006,0.011,0.0006,0.00010065,0.00021,0.00077,,274.4,26.0,21.0,149.6,INCUMPLE,CUMPLE,CUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-161212,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,41251,2012,9.0,28.0,1.5,1.9,1.7,1.0,4.25,,20.1,0.00175,0.01,0.445,0.0,0.455,0.00175,0.5,0.5,0.5,2.208,6.756,<5,0.0045,517.12,808.0,8.13,62.0,5.3,,21.0,7.4,0.007,0.011,0.0006,,0.00021,0.00077,,164.64,25.0,20.8,167.0,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2083,DLPUE2083-111112,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,41288,2013,1.5,1.5,1.5,5.19,1.957,1.0,1.0,5.0,14.65,0.00175,0.005,0.089,0.0,0.094,0.00175,0.5,0.5,0.5,0.082,0.252,<5,0.0045,517.12,808.0,8.09,70.0,5.0,,5.0,3.67,0.009,0.018,0.0006,0.00010065,0.00021,0.00077,,557.44,26.7,24.5,171.9,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2083,DLPUE2083-100313,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,41338,2013,11.0,93.0,1.5,2.386,1.252,1.0,5.43,17.64,23.52,0.075,0.0025,0.069,0.0,0.144,0.075,0.5,0.5,,0.01,0.00075,<5,0.0045,684.16,1069.0,8.43,53.0,5.2,,20.0,1.25,0.00075,0.0006505,0.0006,0.00010065,0.00021,0.00077,,492.0,21.0,19.2,1826.06,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2083,DLPUE2083-210413,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,41380,2013,1.5,4.0,1.5,1.373,1.26,1.0,1.0,20.0,32.88,0.058,0.0025,0.489,0.0,0.547,0.058,0.5,0.5,,0.0219,0.00075,<5,,712.32,1113.0,7.92,71.0,6.8,,5.0,1.25,0.00075,0.0006505,0.0006,0.00010065,0.00021,0.00077,,890.0,27.4,23.6,1117.2,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2083,DLPUE2083-090613,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,41430,2013,2400.0,2400.0,2400.0,7.025,5.773,60.0,116.667,95.5,185.5,1.442,0.0025,0.351,0.933,2.726,2.375,0.5,0.5,,1.729,0.913,200,0.11,682.24,1066.0,8.05,64.0,4.9,,1365.0,774.0,0.00075,0.0006505,0.031,0.00010065,0.0424,0.00077,,940.0,29.8,27.1,5952.5,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-040813,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,41487,2013,2400.0,2400.0,2400.0,3.778,3.357,6.58,7.92,96.48,128.64,0.122,0.0025,0.396,0.0,0.518,0.122,0.5,0.5,,0.211,0.292,80,0.051,341.12,533.0,8.55,52.0,5.0,,338.0,259.0,0.00075,0.0006505,0.007,0.00010065,0.004,0.008,,85.0,25.7,26.2,8612.9,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-080913,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,41520,2013,2400.0,2400.0,1100.0,4.576,2.693,4.17,6.5,181.44,322.56,0.149,0.104,1.049,0.0,1.302,0.149,0.5,0.5,,1.698,0.333,250,0.119,382.08,597.0,7.58,61.0,4.8,,3020.0,2660.0,0.043,0.011,0.054,0.00056,0.06,0.043,,690.0,29.5,26.3,15220.2,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-290913,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,41541,2013,230.0,280.0,200.0,5.963,5.843,4.67,7.6,199.2,358.56,1.076,0.05,0.327,0.448,1.901,1.524,0.5,0.5,,3.853,0.983,500,0.149,200.96,314.0,7.59,66.9,5.6,,,3070.0,0.00075,0.006,0.047,0.00010065,0.014,0.036,,1020.0,28.9,24.7,118948.7,INCUMPLE,,CUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-230214,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,41688,2014,70.0,90.0,40.0,5.984,1.458,8.5,16.0,19.2,27.84,0.235,0.0025,0.0155,0.448,0.683,0.683,0.5,0.5,0.5,0.109,0.023,5,0.087,558.08,872.0,8.06,82.5,6.71,0.005,5.0,1.25,0.006,0.0006505,0.0006,0.0006,0.0064,0.00077,0.0005,464.0,20.9,19.6,2548.0,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2083,DLPUE2083-060414,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,41730,2014,150.0,200.0,90.0,1.675,1.598,5.2,6.0,16.67,23.89,0.176,0.0025,0.055,0.448,0.679,0.624,0.5,0.5,0.5,0.033,0.02,<5,0.093,730.88,1142.0,7.8,64.0,5.1,0.277,5.0,1.25,0.009,0.0006505,0.0006,0.00010065,0.0098,0.0185,0.0005,483.1,32.1,29.7,1760.0,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2083,DLPUE2083-250514,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,41775,2014,24000.0,24000.0,4600.0,5.078,4.209,18.7,27.0,165.5,364.0,0.00175,0.038,0.486,0.539,1.0630000000000002,0.539,0.5,0.5,0.5,2.322,2.029,150,0.207,503.04,786.0,7.4,46.0,4.3,0.314,1445.0,620.0,0.0317,0.0006505,0.0477,0.00010065,0.0426,0.0304,0.0005,767.3,29.8,25.3,4526.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-290614,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,41814,2014,24000.0,24000.0,2400.0,6.437,5.563,7.3,10.7,94.04,253.0,0.309,0.03,0.358,0.0,0.697,0.309,0.5,0.5,0.5,1.237,0.652,500,0.294,233.344,364.6,7.5,61.0,5.1,0.005,2900.0,4020.0,0.039,0.0006505,0.0242,0.00010065,0.0312,0.0356,0.0005,558.4,25.6,24.7,23619.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-240814,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,41853,2014,1200.0,1500.0,390.0,,2.711,3.9,6.0,17.42,28.58,0.00175,0.027,0.235,0.321,0.583,0.321,0.5,0.5,0.5,0.092,0.083,80,0.089,452.48,707.0,7.36,64.0,5.3,0.127,129.0,206.0,0.0088,0.0006505,0.0101,0.00010065,0.0085,0.0562,0.0005,376.2,21.3,20.5,20484.0,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2083,DLPUE2083-280914,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,41905,2014,11000.0,24000.0,2400.0,14.768,3.278,2.7,3.9,21.31,33.62,0.047,0.0025,0.302,0.0,0.349,0.047,0.5,0.5,0.5,0.186,0.107,100,0.11,419.84,656.0,7.0,70.1,6.0,0.151,725.0,853.0,0.0194,0.0006505,0.0006,0.00010065,0.0029,0.00077,0.0005,370.3,23.0,24.5,,CUMPLE,INCUMPLE,INCUMPLE,AMARILLO,0.0
DLPUE2083,DLPUE2083-010315,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42059,2015,150.0,200.0,90.0,1.662,1.186,1.0,1.0,18.85,26.15,0.508,0.0025,0.0155,0.253,0.761,0.761,0.5,0.5,0.5,0.042,0.028,<5,0.062,608.0,950.0,8.1,63.5,4.75,0.37,5.0,1.25,0.00075,0.0006505,0.0006,0.00010065,0.0038,0.00077,0.0005,438.0,29.9,22.0,3150.0,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2083,DLPUE2083-190415,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42108,2015,24000.0,24000.0,11000.0,2.775,2.449,1.0,4.69,44.62,67.69,0.42,0.0025,0.199,13.315,13.934,13.735,0.5,0.5,0.5,0.749,0.234,150,0.115,540.8,845.0,7.9,50.6,4.45,0.52,815.0,1044.0,0.00075,0.0006505,0.0108,0.00010065,0.0153,0.0135,0.0005,484.0,29.5,26.1,6682.0,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-310515,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42150,2015,24000.0,24000.0,11000.0,14.372,4.216,3.0,28.0,36.24,478.64,0.36,0.0025,0.37,0.635,1.365,0.995,0.5,0.5,0.5,3.968,2.441,50,0.146,472.96,739.0,7.3,51.6,4.15,1.23,7580.0,8320.0,0.00075,0.0111,0.1139,0.00010065,0.1022,0.0254,0.0005,836.0,26.7,25.8,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-260715,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42206,2015,24000.0,24000.0,11000.0,2.762,2.678,2.0,9.0,25.52,81.12,0.207,0.0025,0.052,0.385,0.644,0.592,0.5,0.5,0.5,0.692,0.365,80,0.169,248.32,388.0,7.9,68.7,5.68,0.005,2670.0,2350.0,0.0583,0.0084,0.06,0.00010065,0.0501,0.0219,0.0005,532.0,26.5,26.1,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-200915,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42262,2015,24000.0,24000.0,4600.0,3.945,3.924,3.0,5.2,26.43,407.69,0.055,0.0025,0.0155,0.736,0.791,0.791,0.5,0.5,0.5,3.336,0.438,100,0.172,284.16,444.0,7.0,80.6,6.51,0.005,4800.0,5590.0,0.00075,0.0098,0.0712,0.00010065,0.0636,0.0342,0.0005,258.0,29.4,25.3,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-251015,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42304,2015,24000.0,24000.0,11000.0,1.693,1.637,1.0,1.0,5.0,16.37,0.033,0.0025,0.084,0.757,0.874,0.79,0.5,0.5,0.5,0.167,0.113,150,0.056,384.832,601.3,8.2,82.5,6.29,0.14,364.0,323.0,0.0077,0.0006505,0.0087,0.00010065,0.0087,0.00077,0.0005,398.0,26.5,25.0,25362.0,CUMPLE,INCUMPLE,INCUMPLE,AMARILLO,0.0
DLPUE2083,DLPUE2083-060316,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42430,2016,4600.0,11000.0,210.0,1.66,1.621,1.0,2.33,16.6,23.93,0.259,0.0025,0.155,0.365,0.779,0.624,0.5,0.5,0.5,0.0007,0.00075,5,0.032,620.544,969.6,8.6,77.4,6.41,0.005,5.0,1.25,0.00075,0.0006505,0.0006,0.00010065,0.0038,0.0068,0.0005,436.0,31.9,23.5,2305.2,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2083,DLPUE2083-240416,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42480,2016,430.0,930.0,230.0,2.606,2.358,1.0,1.0,21.14,32.57,0.00175,0.0025,0.039,0.271,0.31,0.271,0.5,0.5,0.5,0.076,0.033,20,0.051,643.84,1006.0,8.3,77.3,6.41,0.08,5.0,4.63,0.00075,0.0006505,0.0006,0.00010065,0.0066,0.0181,0.0005,408.0,28.9,24.6,2583.2,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2083,DLPUE2083-190616,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42535,2016,2400.0,2400.0,430.0,5.798,3.608,3.37,32.78,19.65,71.19,1.506,0.0258,0.274,0.851,2.6568,2.357,0.5,0.5,0.5,3.44,2.465,20,0.101,407.68,637.0,7.1,52.3,4.26,0.09,9550.0,9430.0,0.0269,0.0173,0.1205,0.0008,0.0883,0.0477,0.0005,1232.0,27.2,25.8,,INCUMPLE,INCUMPLE,CUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-070816,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42584,2016,24000.0,24000.0,280.0,3.236,3.16,1.0,2.67,50.09,115.55,0.00175,0.081,0.557,0.01,0.638,0.01,0.5,0.5,0.5,0.264,0.109,300,0.083,333.44,521.0,8.2,83.4,6.79,0.05,638.1,637.0,0.00075,0.0006505,0.01647,0.00010065,0.01673,0.0072,0.0005,280.0,27.9,24.1,38267.3,INCUMPLE,INCUMPLE,CUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-180916,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42626,2016,930.0,2100.0,430.0,1.253,1.002,1.0,1.0,45.55,114.64,11.679,0.046,0.064,17.1,28.889000000000003,28.779000000000003,0.5,0.5,0.5,0.125,0.124,150,0.071,364.992,570.3,8.6,85.6,6.95,0.09,309.62,303.0,0.0125,0.0006505,0.00764,0.00010065,0.00699,0.00077,0.0005,292.0,32.0,25.9,31745.1,INCUMPLE,INCUMPLE,CUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-231016,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42661,2016,4600.0,11000.0,2100.0,1.564,1.435,1.0,4.61,48.65,67.5,0.029,0.0025,0.604,0.555,1.1880000000000002,0.5840000000000001,0.5,0.5,0.5,0.034,0.00075,30,0.056,380.16,594.0,8.5,54.8,4.61,0.05,96.0,62.8,0.0122,0.0006505,0.00832,0.00010065,0.00412,0.00077,0.0005,292.0,29.4,24.7,,INCUMPLE,CUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-050217,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42766,2017,200.0,1500.0,70.0,1.359,1.009,1.0,1.0,5.0,18.35,1.128,0.0025,0.073,0.957,2.158,2.085,0.5,0.5,0.5,0.192,0.067,10,0.02,576.832,901.3,7.8,65.4,5.91,0.005,5.0,1.25,0.0084,0.0006505,0.0006,0.00010065,0.00265,0.00077,0.0005,410.0,26.9,20.1,3643.8,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2083,DLPUE2083-260317,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42815,2017,90.0,930.0,90.0,1.523,1.362,1.0,1.0,5.0,18.8,0.112,0.0025,0.27,0.397,0.779,0.509,0.5,0.5,0.5,0.047,0.024,10,0.018,533.12,833.0,7.8,55.4,4.37,0.005,5.0,1.25,0.0061,0.0006505,0.01181,0.00010065,0.00486,0.00077,0.0005,482.0,24.2,24.1,3176.3,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2083,DLPUE2083-300417,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42850,2017,2400.0,4600.0,1500.0,3.292,2.159,1.0,2.67,20.26,27.03,0.18,0.0025,0.923,1.389,2.492,1.569,0.5,0.5,0.5,0.0007,0.00075,60,0.058,751.36,1174.0,8.3,64.1,5.52,0.3,101.45,103.0,0.0114,0.0006505,0.00656,0.00010065,0.00509,0.00077,0.0005,564.0,25.4,25.4,2708.5,CUMPLE,CUMPLE,INCUMPLE,AMARILLO,0.0
DLPUE2083,DLPUE2083-040617,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42885,2017,24000.0,24000.0,24000.0,5.254,5.042,2.33,43.33,74.13,432.35,0.591,0.0025,1.475,0.086,2.1519999999999997,0.6769999999999999,0.5,0.5,0.5,0.089,0.033,300,0.134,616.96,964.0,7.4,55.3,4.83,0.005,5360.0,7860.0,0.0369,0.00477,0.05071,0.00077,0.07678,0.02562,0.007,1028.0,25.3,26.1,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-230717,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42963,2017,24000.0,24000.0,24000.0,6.52,5.935,1.0,7.0,48.61,163.58,0.299,0.092,0.304,0.483,1.178,0.782,0.5,0.5,0.5,0.201,0.159,300,0.168,316.8,495.0,7.6,60.8,5.21,0.005,3694.44,3505.0,0.015,0.00822,0.06804,0.00010065,0.05797,0.03518,0.0005,482.0,25.6,21.7,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-030917,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,42997,2017,24000.0,24000.0,24000.0,4.33,4.218,1.0,3.0,30.75,42.63,0.092,0.0025,1.954,0.104,2.15,0.196,0.5,0.5,0.5,0.605,0.374,400,0.127,391.68,612.0,8.2,61.1,5.21,0.005,1545.45,953.0,0.0358,0.0035,0.02259,0.00058,0.02463,0.01016,0.0005,394.0,24.7,22.7,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-140118,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,43109,2018,4600.0,11000.0,2400.0,12.88,5.734,1.0,2.4,5.0,19.36,0.054,0.0025,0.972,0.041,1.067,0.095,0.5,0.5,0.5,0.027,0.026,10,0.04,458.88,717.0,8.5,62.9,5.46,0.104,14.0,8.65,0.0082,0.0006505,0.03142,0.00010065,0.05101,0.00077,0.0005,458.0,21.8,21.1,10574.3,CUMPLE,CUMPLE,INCUMPLE,AMARILLO,0.0
DLPUE2083,DLPUE2083-250218,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,43151,2018,390.0,24000.0,210.0,1.98,1.896,1.0,1.0,5.0,10.28,0.129,0.0025,0.217,0.109,0.4549999999999999,0.238,0.5,0.5,0.5,0.247,0.013,<5,0.075,572.8000000000001,895.0,8.0,68.3,4.4,0.005,5.0,1.25,0.0092,0.0006505,0.05285,0.00010065,0.00336,0.00077,0.0005,452.0,32.4,23.8,5116.0,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2083,DLPUE2083-010418,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,43193,2018,430.0,930.0,230.0,1.074,1.057,1.0,1.0,36.48,38.9,0.247,0.0025,0.082,0.047,0.376,0.294,0.5,0.5,0.5,0.087,0.019,<5,0.169,467.84,731.0,7.9,64.3,5.52,0.005,11.0,4.5,0.0064,0.0006505,0.00844,0.00010065,0.0034,0.00077,0.0005,494.0,34.1,24.3,5921.2,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2083,DLPUE2083-270518,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,43242,2018,4600.0,11000.0,1500.0,17.233,13.889,1.0,3.67,28.9,62.69,0.00175,0.0025,0.648,0.409,1.057,0.409,0.5,0.5,0.5,0.207,0.026,30,0.385,768.64,1201.0,7.9,5.0,0.5,0.005,1346.88,1868.0,0.0853,0.0006505,0.03626,0.00086,0.0204,0.00782,0.0005,484.0,28.7,24.0,11045.6,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-211018,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,43388,2018,24000.0,24000.0,11000.0,3.444,3.215,1.0,2.96,13.57,47.86,0.817,0.0025,0.144,0.505,1.466,1.322,0.5,0.5,0.5,0.028,0.00075,10,0.091,389.12,608.0,8.3,70.3,6.28,0.005,1000.0,1002.0,0.0108,0.0006505,0.02785,0.00010065,0.0109,0.00077,0.0005,341.96,24.1,26.0,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-091218,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,43437,2018,11000.0,24000.0,4600.0,2.69,2.47,1.0,1.0,28.21,42.14,0.00175,0.0025,0.0155,0.114,0.114,0.114,0.5,0.5,0.5,0.068,0.039,60,0.088,398.08,622.0,8.0,60.3,5.14,0.005,324.0,363.0,0.0216,0.0006505,0.15965,0.00010065,0.00725,0.00077,0.0005,322.0,26.8,25.0,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-270119,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,43486,2019,90.0,230.0,40.0,3.407,2.489,1.0,1.0,11.79,16.79,0.00175,0.0025,0.326,0.785,1.111,0.785,0.5,0.5,0.5,0.0007,0.00075,20,0.025,645.76,1009.0,8.1,74.3,6.71,0.081,10.0,3.69,0.00075,0.0006505,0.02247,0.00010065,0.00214,0.00077,0.0005,434.0,20.8,20.0,5136.9,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2083,DLPUE2083-110819,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,43685,2019,24000.0,24000.0,24000.0,9.544,6.629,1.0,7.0,5.0,49.38,0.217831,0.0025,0.477859,3.90537,4.60106,4.123201,0.5,0.5,,2.37476,0.08839,130,0.252,223.36,349.0,7.9,99.7,7.99,0.03,986.67,1150.0,0.0376,0.0006505,0.0418,0.000203,0.043,0.00077,0.0016,777.627,29.0,25.0,,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2083,DLPUE2083-020820,RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC),LÓTICO,44040,2020,24000.0,,24000.0,19.955,,,3.38,,112.07,0.00175,0.193,0.694,0.392,1.279,0.392,0.5,0.5,,0.467,0.189,150,,840.96,1314.0,7.8,56.3,4.56,0.005,1852.0,1935.0,0.00075,0.00773,0.07893,0.00139,0.05683,0.0296,0.0005,416.0,24.8,25.0,3115.5,INCUMPLE,INCUMPLE,INCUMPLE,ROJO,1.0
DLPUE2084,DLPUE2084-251112,RIO ATOYAC (DESPUES DE LA CONFLUENCIA DEL RIO MIXTECO),LÓTICO,41236,2012,1.5,1.5,1.5,2.78,2.48,16.5,58.0,25.1,68.1,0.00175,0.009,0.391,0.78,1.1800000000000002,0.78,0.5,0.5,0.5,0.38,1.161,<5,0.0045,542.88,848.25,7.87,69.0,5.0,,63.0,26.0,0.006,0.011,0.0006,0.00010065,0.00021,0.00077,,325.36,27.0,22.7,193.2,INCUMPLE,CUMPLE,CUMPLE,ROJO,1.0
DLPUE2084,DLPUE2084-161212,RIO ATOYAC (DESPUES DE LA CONFLUENCIA DEL RIO MIXTECO),LÓTICO,41251,2012,21.0,64.0,1.5,3.14,3.14,1.0,1.0,,22.6,0.00175,0.007,0.31,1.03,1.347,1.03,0.5,0.5,0.5,2.415,7.391,<5,0.0045,550.08,859.5,8.02,70.0,6.0,,65.0,12.3,0.016,0.017,0.0006,,0.00021,0.00077,,233.24,28.0,23.5,206.7,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2084,DLPUE2084-111112,RIO ATOYAC (DESPUES DE LA CONFLUENCIA DEL RIO MIXTECO),LÓTICO,41288,2013,1.5,9.0,1.5,4.854,1.731,1.0,1.0,5.0,17.65,0.504,0.0025,0.2,0.6160000000000001,1.32,1.12,0.5,0.5,0.5,0.028,0.086,<5,0.0045,639.2,998.75,7.59,75.0,4.7,,5.0,8.26,0.024,0.017,0.0006,0.00010065,0.00021,0.00077,,468.64,27.5,25.8,0.217,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2084,DLPUE2084-100313,RIO ATOYAC (DESPUES DE LA CONFLUENCIA DEL RIO MIXTECO),LÓTICO,41338,2013,4.0,75.0,1.5,2.319,1.395,4.75,5.0,18.81,25.48,0.094,0.0025,0.08,0.0,0.174,0.094,0.5,0.5,,0.053,0.04,<5,0.0045,714.88,1117.0,9.09,65.0,6.5,,62.0,1.25,0.00075,0.0006505,0.0006,0.00010065,0.00021,0.00077,,390.0,31.2,20.5,2869.08,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2084,DLPUE2084-210413,RIO ATOYAC (DESPUES DE LA CONFLUENCIA DEL RIO MIXTECO),LÓTICO,41380,2013,1.5,3.0,1.5,1.879,1.857,1.0,1.0,10.0,21.6,0.057,0.0025,0.117,0.0,0.174,0.057,0.5,0.5,,0.038,0.135,<5,0.243,691.2,1080.0,8.41,74.0,6.8,,5.0,3.98,0.00075,0.0006505,0.0006,0.00010065,0.00021,0.00077,,660.0,34.2,26.3,1831.0,CUMPLE,CUMPLE,CUMPLE,VERDE,0.0
DLPUE2084,DLPUE2084-090613,RIO ATOYAC (DESPUES DE LA CONFLUENCIA DEL RIO MIXTECO),LÓTICO,41430,2013,230.0,390.0,230.0,5.305,4.399,60.0,113.333,115.5,213.0,1.094,0.0025,0.319,1.773,3.186,2.867,0.5,0.5,,1.532,0.91,200,0.09,578.5600000000001,904.0,8.26,80.0,5.9,,1283.333,858.0,0.00075,0.0006505,0.0343,0.00010065,0.45,0.00077,,690.0,31.5,28.0,7217.9,INCUMPLE,INCUMPLE,CUMPLE,ROJO,1.0
