"CLAVE SITIO","CLAVE DE MONITOREO","NOMBRE DEL SITIO","FECHA REALIZACIÓN","Año","DQO_ESTADO","TIPO CUERPO DE AGUA","COLI_FEC","COLI_TOT","E_COLI","N_NH3","N_NO2","N_TOTK","TOX_D_48_UT","P_TOT","ORTO_PO4","COLOR_VER","ABS_UV","CONDUC_CAMPO","pH_CAMPO","OD_mgL","SAAM","SST","CD_TOT","CR_TOT","HG_TOT","NI_TOT","CN_TOT","DUR_TOT","TEMP_AMB","TEMP_AGUA","CAUDAL","COT_NOM","TOX_NOM","TIPO_LOTICO","y"
"DLPUE2066","DLPUE2066-300314","DESPUES DE BACHOCO",41722,2014,"INCUMPLE","LÓTICO",24000,24000,11000,8.592,0.098,115.272,3.31,7.069,7.044,300,2.075,2260,7.3,1,38.675,275,0.0006505,0.0145,0.0024,0.0163,5e-04,732.6,28.5,23.4,5,1,1,1,1
"DLPUE2063","DLPUE2063-010315","PUEBLA ALSESECA  (A) AGUAS ARRIBA",42060,2015,"INCUMPLE","LÓTICO",24000,24000,11000,97.439,0.219,150.218,1.4,3.225,2.975,150,0.881,1775,7.9,0.5,12.1,400,0.0006505,0.0122,0.00010065,0.0147,5e-04,324,22.3,21.3,697,1,1,1,1
"DLPUE2031","DLPUE2031-150315","RIO NEXAPA 10",42076,2015,"INCUMPLE","LÓTICO",24000,24000,11000,1.695,0.16,13.81,0.5,3.243,1.538,50,0.619,1506,8.4,3.16,7,155,0.0006505,0.0196,0.00010065,0.0226,5e-04,442,21.9,19.3,3042,0,1,1,1
"DLPUE2083","DLPUE2083-190415","RIO MIXTECO (ANTES DE CONFLUIR AL RIO ATOYAC)",42108,2015,"INCUMPLE","LÓTICO",24000,24000,11000,0.42,0.0025,13.735,0.5,0.749,0.234,150,0.115,845,7.9,4.45,0.52,815,0.0006505,0.0108,0.00010065,0.0153,5e-04,484,29.5,26.1,6682,0,0,1,1
"DLPUE2009","DLPUE2009-220315","AGUA FRIA",42081,2015,"CUMPLE","LÓTICO",573,4611,86,0.044336,0.0025,0.164693,0.5,0.0167,0.00075,5,0.0699,222,8.6,5.79,0.005,5,0.0006505,6e-04,0.00010065,0.00021,5e-04,99,28,24,263,0,0,1,0
"DLPUE2021","DLPUE2021-160613","RIO NEXAPA 0",41446,2013,"INCUMPLE","LÓTICO",2400,2400,2400,0.256,0.0025,1.656,0.5,2.39402386997051,1.45313540141098,150,0.384,195,6.87,4.3,1.31228798718504,217.5,0.0006505,0.0039,0.00010065,0.0119,0.0008489701788838,100,18,17.4,15.7,0,0,1,1
"DLPUE2058","DLPUE2058-301212","RIO ACATLAN",41284,2013,"INCUMPLE","LÓTICO",3,15,3,8.12,0.006,16.352,0.5,0.01,0.0572747196952849,5,0.0045,1130,7.3,1.5,0.730282107895832,38,0.01,6e-04,0.00010065,0.00021,0.0025580457591261,460.55,33.8,24.5,161.3,0,0,1,1
"DLPUE2021","DLPUE2021-070816","RIO NEXAPA 0",42587,2016,"INCUMPLE","LÓTICO",24000,24000,280,3.725,0.238,84.11,1.6,10.37,0.47,500,0.899,1324,7.4,0.5,5.9,247.37,0.0006505,0.00631,0.00217,0.00703,5e-04,240,20.8,19.4,4.9,1,1,1,1
"DLPUE2024","DLPUE2024-270817","RIO NEXAPA 5",42971,2017,"INCUMPLE","LÓTICO",24000,24000,24000,1.516,0.0025,1.991,0.5,0.378,0.351,80,0.154,239,7.7,4.73,0.226,494.12,0.0006505,0.04732,0.00010065,0.03902,5e-04,88,21.5,19,526.6,0,0,1,1
"DLPUE2028","DLPUE2028-161212","RIO NEXAPA 8",41259,2012,"INCUMPLE","LÓTICO",2400,2400,14,9.44,0.038,13.61,0.5,1.4,4.287,5,0.0045,1334,7.63,2.4,1.88067355691431,135,0.0006505,6e-04,0.00010065,0.00021,0.0020258471687276,390.04,24,18.1,2899.3,0,0,1,1
"DLPUE2011","DLPUE2011-100917","VILLA AVILA CAMACHO",42975,2017,"CUMPLE","LÓTICO",11000,11000,210,0.356,0.0025,0.398,0.5,0.0083,0.00075,5,0.043,264,8.4,6.5,0.005,5,0.0006505,6e-04,0.00010065,0.00021,5e-04,126,29.8,28.4,17498.5,0,0,1,0
"DLPUE2038","DLPUE2038-161212","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ARRIBA)",41278,2013,"INCUMPLE","LÓTICO",2400,2400,150,0.00175,0.053,0.00175,0.5,2.953,9.037,30,0.0045,1319.25,8.24,3,1.74342183636598,40,0.012,6e-04,0.00010065,0.00021,0.0519443967819699,433.62,28.5,25.3,156.1,0,0,1,1
"DLPUE2023","DLPUE2023-030618","RIO NEXAPA 4",43252,2018,"INCUMPLE","LÓTICO",24000,24000,24000,36.4,0.0025,41.847,0.5,8.383,6.033,250,1.648,822,8.1,0.5,11.915,196.88,0.0006505,0.01451,0.00054,0.00865,0.023,265,27.5,22.6,8.4,1,1,1,1
"DLPUE2062M1","DLPUE2062M1-231218","ARROYO METLAPANAPA",43454,2018,"INCUMPLE","LÓTICO",4600,11000,2100,16.918,0.0025,18.766,0.5,3.191,2.745,100,0.43,1023,7.7,2.17,2.103,150,0.0006505,0.0174,0.00010065,0.00397,5e-04,188,18.9,17.5,64,0,1,1,1
"DLPUE2026","DLPUE2026-210517","NEXAPA LOS MOLINOS P1 (31)",42871,2017,"INCUMPLE","LÓTICO",24000,24000,24000,8.529,0.0025,12.876,0.5,6.465,2.301,150,0.724,775.3,8.7,3.6,4.8,70.13,0.0006505,0.01099,0.00010065,0.01102,5e-04,216,27.9,21.5,1.4,0,0,1,1
"DLPUE1977","DLPUE1977-110318","DESPUÉS DE LA CONFLUENCIA CON EL RÍO SAN FRANCISCO",43165,2018,"INCUMPLE","LÓTICO",11000,24000,2100,24.519,0.438,40.415,0.5,4.153,2.667,80,0.338,1458,7.9,0.5,4.708,172.73,0.0006505,0.01545,0.00181,0.02416,0.008,194,24.3,19.3,7433.8,0,1,1,1
"DLPUE2008","DLPUE2008-290913","LAZARO CARDENAS",41542,2013,"CUMPLE","LÓTICO",2400,2400,14136,0.1047,0.0069,0.9393,0.5,0.0363,0.0075,15,0.038,221,8.18,7.76,0.0718902277623229,200,0.0006505,0.00581,0.00010065,0.00021,0.0006515096950655,202,32.7,28,104780,0,0,1,0
"DLPUE2025","DLPUE2025-090417","RIO NEXAPA 6",42831,2017,"CUMPLE","LÓTICO",430,930,70,12.86,0.844,15.825,0.5,1.537,1.524,30,0.102,457.3,7.7,3.85,3.2,5,0.0006505,0.0041300783044027,0.00010065,0.002,5e-04,172,24,16.5,110.6,0,0,1,0
"DLPUE2035","DLPUE2035-250514","RIO NEXAPA 14",41773,2014,"INCUMPLE","LÓTICO",24000,24000,930,4.251,0.059,8.309,0.5,2.378,1.27,40,0.265,902,7.9,4.2,0.617,282.2,0.0006505,0.013,0.00010065,0.0263,5e-04,302,26.4,21.9,2068,0,0,1,1
"DLPUE2024","DLPUE2024-170515","RIO NEXAPA 5",42136,2015,"CUMPLE","LÓTICO",24000,24000,11000,1.92,0.091,3.102,0.5,0.443,0.443,5,0.057,504,7.3,2.49,1.9,5,0.0006505,6e-04,0.00010065,0.0069,5e-04,174,18.5,17.7,113,0,0,1,0
"DLPUE2041","DLPUE2041-290614","NEXAPA ENTRADA A PUCTLA",41815,2014,"INCUMPLE","LÓTICO",24000,24000,2100,6.96402195632479,0.206126716074279,15.5042005701104,0.5,7e-04,0.00075,400,2.175,386.6,7.2,4.9,0.005,3700,0.0063,0.1161,0.00010065,0.091,5e-04,220,22,19.9,8764.73040735816,0,0,1,1
"DLPUE2002","DLPUE2002-020214","RIO NECAXA 4",41670,2014,"CUMPLE","LÓTICO",11000,24000,2400,0.162,0.037,0.162,0.5,0.104,0.083,5,0.053,1335,7.87,5.62,0.25,5,0.0006505,6e-04,0.000524,0.0051,5e-04,104.94,20.6,15.7,13537,0,0,1,0
"DLPUE2034","DLPUE2034-050217","RIO NEXAPA 15",42769,2017,"INCUMPLE","LÓTICO",24000,24000,24000,46.968,0.0025,56.001,0.5,2.227,1.498,60,0.301,1499,7.9,5.04,2.085,117.31,0.0006505,6e-04,7e-04,0.00939,5e-04,400,19.9,16.8,2919.8,0,1,1,1
"DLPUE1983","DLPUE1983-040514","SABORMEX, S.A. DE C.V. (ANTES CAFES DE VERACRUZ, S.A. DE C.V.) (AGUAS ABAJO)",41757,2014,"INCUMPLE","LÓTICO",24000,24000,11000,5.117,0.044,12.117,0.5,15.831,3.057,150,1.145,2465,8.8,1,1.988,70,0.0006505,0.0077,0.00010065,0.0163,5e-04,281.2,19.8,27.5,31,1,0,1,1
"DLPUE2037","DLPUE2037-290614","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ABAJO)",41816,2014,"INCUMPLE","LÓTICO",24000,24000,4600,0.00175,0.643,0.915,0.5,1.389,1.275,50,0.388,608.6,8,4.6,0.061,420,0.0006505,0.0213,0.00010065,0.0214,5e-04,244,21.2,19.4,4200.14169336625,0,0,1,1
"DLPUE2031","DLPUE2031-210517","RIO NEXAPA 10",42873,2017,"INCUMPLE","LÓTICO",24000,24000,24000,14.574,0.0025,29.011,0.5,2.774,1.332,80,0.634,1146,7.7,3.09,4.2,193.94,0.0006505,0.0087,0.00010065,0.01334,5e-04,300,24.9,20.8,3413.7,1,0,1,1
"DLPUE2026","DLPUE2026-261014","NEXAPA LOS MOLINOS P1 (31)",41911,2014,"CUMPLE","LÓTICO",24000,24000,11000,1.422,0.231,3.516,0.5,0.926,0.686,30,0.255,510,7.3,3.9,0.944,25,0.0006505,6e-04,0.00010065,0.0038,5e-04,158.4,18.7,19.4,30,0,0,1,0
"DLPUE2037","DLPUE2037-211018","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ABAJO)",43390,2018,"INCUMPLE","LÓTICO",24000,24000,24000,0.227,1.572,1.76,0.5,1.062,1.024,20,0.125,904,8.1,5.35,0.052,132,0.0006505,0.11879,0.00010065,0.0168,5e-04,379.04,27.7,21,3408.29250180435,0,0,1,1
"DLPUE2085","DLPUE2085-180916","RIO NEXAPA 21",42626,2016,"CUMPLE","LÓTICO",11000,11000,4600,1.60529092650037,0.035,14.460668045611,0.5,0.131,0.075,30,0.093,2038.6,8.1,5.57,0.005,26,0.0006505,6e-04,0.00010065,0.00396,5e-04,812,35.9,31.3,6985.2,0,0,1,0
"DLPUE2041","DLPUE2041-180916","NEXAPA ENTRADA A PUCTLA",42627,2016,"INCUMPLE","LÓTICO",2400,2400,750,1.111,0.614,14.881,0.5,1.394,1.047,60,0.131,1105,8.2,4.21,0.81,12,0.0006505,6e-04,0.00010065,0.00667,5e-04,444,30.2,25.9,203.7,0,0,1,1
"DLPUE2044","DLPUE2044-281012","RIO NEXAPA 16",41258,2012,"INCUMPLE","LÓTICO",2400,2400,15,0.39,0.012,1.68,0.5,0.144,0.442,2.5,0.0045,1527.5,8.02,6.7,0.359943128499737,80,0.016,6e-04,0.00010065,0.00021,0.0006248333728123,770.28,24,18.6,164.3,0,0,1,1
"DLPUE2063M1","DLPUE2063M1-281018","ARROYO PRIETO",43398,2018,"INCUMPLE","LÓTICO",24000,24000,1500,18.621,0.0025,22.196,0.5,5.281,3.636,150,0.14,1033,8.4,0.5,0.176,59.21,0.0006505,0.24273,0.00010065,0.03148,5e-04,189.72,27,21,40,1,1,1,1
"DLPUE2041","DLPUE2041-280914","NEXAPA ENTRADA A PUCTLA",41906,2014,"INCUMPLE","LÓTICO",24000,24000,11000,2.086,0.791,3.878,0.5,0.698,0.603,40,0.222,799,7.9,5.6,0.912,186,0.0006505,0.0053,0.00010065,0.0056,5e-04,304.9,28.8,22.3,1859,0,0,1,1
"DLPUE2073","DLPUE2073-100219","CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V. (AGUAS ABAJO)",43504,2019,"INCUMPLE","LÓTICO",24000,24000,24000,30.851,0.0025,32.967,1.63,9.276,5.854,400,2.632,1867,8.5,0.5,4.679,308.33,0.0006505,0.00663,0.00010065,0.00673,5e-04,360,15.3,18.3,57.9,1,1,1,1
"DLPUE2086","DLPUE2086-030917","RIO NEXAPA 20",42996,2017,"INCUMPLE","LÓTICO",24000,24000,24000,0.113,0.084,0.17,0.5,0.465,0.327,80,0.149,1612,8,6.01,0.005,1072.41,0.0006505,0.02443,0.00010065,0.01828,5e-04,600,20.9,23.4,11952.1283325092,0,0,1,1
"DLPUE2037","DLPUE2037-161212","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ABAJO)",41277,2013,"CUMPLE","LÓTICO",28,39,7,3,0.056,5.3,0.5,1.758,5.38,10,0.0045,1419,8.15,3,2.315367853682,23,0.006,6e-04,0.00010065,0.00021,0.0064072970507547,439.56,30,25,179.8,0,0,1,0
"DLPUE2056","DLPUE2056-091212","AMPLIACIÓN UNIÓN ANTORCHISTA",41269,2012,"INCUMPLE","LÓTICO",2400,2400,28,14.88,0.006,26.52,0.855421852951883,2.195,6.715,30,0.0658705257047274,1562,7.43,0.5,4.18710443869856,44,0.01,6e-04,0.00010065,0.00021,0.0102245968997096,248.92,15,15.2,2837,0,0,1,1
"DLPUE2044","DLPUE2044-090613","RIO NEXAPA 16",41431,2013,"INCUMPLE","LÓTICO",2100,2100,2100,1.094,0.396,2.914,0.5,2.527,0.488,100,0.917,1168,8.04,5.6,0.242391511951327,310,0.0006505,0.0117,0.00010065,0.015,0.0008123264427335,590,31.4,26.4,1285.8,0,0,1,1
"DLPUE1992M1","DLPUE1992M1-040218","RA-1 RIO ATOYAC, ANTES TLAHUAPAN (ESTACIÓN TESTIGO)",43129,2018,"INCUMPLE","LÓTICO",24000,24000,24000,0.979,0.0025,1.023,0.5,0.543,0.305,30,0.058,300,7.4,4.27,0.661,101.67,0.0006505,0.01727,0.00010065,0.02191,5e-04,118,10,12.2,780.7,0,0,1,1
"DLPUE2029","DLPUE2029-161212","RIO NEXAPA 9",41259,2012,"INCUMPLE","LÓTICO",2400,2400,39,9.68,0.043,9.68,0.5,1.371,4.196,5,0.0045,1329,7.79,2.4,2.36465394704522,106,0.0006505,6e-04,0.00010065,0.00021,0.0018519770034611,382.2,28,19,2681.3,0,0,1,1
"DLPUE2047","DLPUE2047-110819","RIO NEXAPA 19",43684,2019,"INCUMPLE","LÓTICO",241960,241960,241960,1.102107,0.602899,9.821587,0.5,2.34629,0.44329,50,0.163,1171,7.7,7.79,0.102,808,0.0006505,0.107,0.00010065,0.0673,0.0011,486.257,28,23,496991.986586207,0,0,1,1
"DLPUE2056","DLPUE2056-280216","AMPLIACIÓN UNIÓN ANTORCHISTA",42424,2016,"INCUMPLE","LÓTICO",210,1500,150,43.329,0.112,76.566,1.36,5.39,5.029,400,0.538,1677,8,0.5,7.8,73.33,0.0006505,0.0096,0.00010065,0.0154,5e-04,404,24.7,23.8,1151.07335893164,1,1,1,1
"DLPUE2002","DLPUE2002-090815","RIO NECAXA 4",42223,2015,"CUMPLE","LÓTICO",4600,24000,2400,0.042,0.0025,0.042,0.5,0.069,0.053,20,0.061,188,7.9,4.45,0.005,16,0.0006505,6e-04,0.00010065,0.006,5e-04,100,31.7,24.8,17192.0493974442,0,0,1,0
"DLPUE2033","DLPUE2033-140118","RIO NEXAPA 13",43112,2018,"INCUMPLE","LÓTICO",24000,24000,24000,1.253,1.759,2.132,0.5,2.846,1.143,40,0.129,796,7.5,2.15,2.507,89,0.0006505,0.06261,0.00074,0.00758,5e-04,288,23.2,19.5,349.6,0,0,1,1
"DLPUE1984","DLPUE1984-020717","SABORMEX, S.A. DE C.V. (ANTES CAFES DE VERACRUZ, S.A. DE C.V.) (AGUAS ARRIBA)",42915,2017,"INCUMPLE","LÓTICO",4600,11000,2400,3.447,0.377,5.166,0.5,1.133,0.981,1000,0.473,244.6,7.3,5.35,0.83,1616.67,0.00313,0.02662,0.00010065,0.02316,5e-04,148,20.3,15.2,158.8,0,0,1,1
"DLPUE2026","DLPUE2026-070816","NEXAPA LOS MOLINOS P1 (31)",42584,2016,"INCUMPLE","LÓTICO",24000,24000,280,2.123,0.308,2.328,0.5,1.59887343453383,1.307,60,0.199,445,7.6,2.76,0.77,16,0.0006505,6e-04,0.00010065,0.01114,5e-04,136,25.1,20.5,13.5,0,0,1,1
"DLPUE2021","DLPUE2021-260616","RIO NEXAPA 0",42545,2016,"INCUMPLE","LÓTICO",24000,42546,24000,9.516,1.68,11.264,0.5,4.715,2.58,60,0.337,485,7.2,2.75,1.65,172.22,0.0006505,0.0113,0.00010065,0.0157,5e-04,102,18.2,16.3,6.9,0,0,1,1
"DLPUE2022M1","DLPUE2022M1-141018","BARRANCA HONDA",43382,2018,"INCUMPLE","LÓTICO",24000,24000,24000,54.111,0.0025,58.605,3.33,6.166,6.008,200,0.505,1076,7.6,0.5,8.03,69.77,0.0006505,0.03855,0.00010065,0.02191,5e-04,138.72,19.6,16.8,55.8,1,1,1,1
"DLPUE1989","DLPUE1989-181112","LA AUTOPISTA P1 (24)",41246,2012,"INCUMPLE","LÓTICO",210,240,11,7.33,0.014,11.43,0.5,4.464,13.659,2.5,0.0045,964,7.53,2.3,3.65768884331116,150,0.012,0.08,0.00010065,0.00021,0.0089027366479071,205.8,18,17.3,6544.4,0,0,1,1
"DLPUE2058","DLPUE2058-040617","RIO ACATLAN",42886,2017,"INCUMPLE","LÓTICO",4600,24000,2400,1.142,0.111,1.526,0.5,1.394,0.739,80,0.31,609,7.2,4.18,0.005,9387.5,0.0006505,0.12607,0.00010065,0.13476,5e-04,1400,22.3,22.5,2483.3,0,0,1,1
"DLPUE2036","DLPUE2036-070816","NEXAPA-LAS FAJANAS P1 (33)",42587,2016,"INCUMPLE","LÓTICO",24000,24000,11000,6.416,0.045,7.252,0.5,5.441,1.519,40,0.183,1167.3,8.5,6.36,0.67,119.05,0.0006505,0.01153,0.00010065,0.00863,5e-04,318,25.9,20.9,3982.1346924586,0,0,1,1
"DLPUE2048","DLPUE2048-050415","RIO NEXAPA 1",42095,2015,"CUMPLE","LÓTICO",430,930,230,0.094,0.0025,0.777,0.5,0.095,0.069,20,0.082,162,7.7,3.92,0.19,5,0.0006505,6e-04,0.00010065,0.0016,5e-04,70,22.4,16.9,11,0,0,1,0
"DLPUE2036","DLPUE2036-100313","NEXAPA-LAS FAJANAS P1 (33)",41341,2013,"INCUMPLE","LÓTICO",1200,2400,1200,1.662,0.0025,4.35,0.5,2.757,2.385,60,0.0045,1451,8.75,4,2.00153266106024,54,0.0006505,6e-04,0.00010065,0.00021,0.0014159711047793,515,20.3,19.5,3441.115,0,0,1,1
"DLPUE2028","DLPUE2028-220215","RIO NEXAPA 8",42052,2015,"INCUMPLE","LÓTICO",24000,24000,11000,41.487,0.073,63.356,0.5,4.129,4.019,200,0.609,1292,8,1.54,12.2,132.5,0.0006505,0.0129,0.00010065,0.0239,5e-04,408,23,19,2327,0,1,1,1
"DLPUE2042","DLPUE2042-091218","PUCTLA",43440,2018,"INCUMPLE","LÓTICO",110,930,70,0.081,1.538,0.116,0.5,1.967,1.802,30,0.089,1330,8.7,3.17,0.761,17,0.0006505,0.03032,0.00010065,0.00665,5e-04,420,30.1,22,1363.1,0,0,1,1
"DLPUE2085","DLPUE2085-161212","RIO NEXAPA 21",41288,2013,"CUMPLE","LÓTICO",1.5,11,7,0.00175,0.016,0.00175,0.5,0.014,0.042,2.5,0.0045,1646.25,8.18,6.5,0.0724654822971358,10,0.018,6e-04,0.00010065,0.00021,0.0635470829429427,282.8,27,24.5,6870,0,0,1,0
"DLPUE2058","DLPUE2058-211018","RIO ACATLAN",43391,2018,"CUMPLE","LÓTICO",24000,24000,24000,1.889,0.411,10.113,0.5,0.158,0.107,10,0.101,899,7.8,2.26,0.542,25,0.0006505,0.02598,0.00010065,0.01078,5e-04,325.48,22.1,22,452.9,0,0,1,0
"DLPUE2025","DLPUE2025-080418","RIO NEXAPA 6",43202,2018,"INCUMPLE","LÓTICO",110,200,40,7.195,0.483,11.38,0.5,1.429,1.023,10,0.093,542,7.8,3.62,0.937,27,0.0006505,0.05451,0.00010065,0.01479,5e-04,158,21.5,18.1,175.8,0,0,1,1
"DLPUE2011","DLPUE2011-160815","VILLA AVILA CAMACHO",42228,2015,"CUMPLE","LÓTICO",5247,24196,565,0.081386,0.005412,0.180564,0.5,0.0766,0.0432,5,0.0045,297,7.96334179480094,3.19,0.005,5,0.0006505,6e-04,0.00010065,0.00021,0.023,126,31,28,10172,0,0,1,0
"DLPUE2044","DLPUE2044-251015","RIO NEXAPA 16",42306,2015,"INCUMPLE","LÓTICO",24000,24000,11000,1.508,0.26,5.111,0.5,0.74,0.619,50,0.182,1144.6,8.2,6.05,1.5,113.33,0.0006505,0.0438,5e-04,0.0296,5e-04,518,21.2,20.6,6018,0,0,1,1
"DLPUE2001","DLPUE2001-120513","RIO NECAXA 1",41404,2013,"CUMPLE","LÓTICO",1.5,3,1.5,0.034,0.0025,0.034,0.5,0.011,0.009,27.9525736582258,0.471,394,7.98,8.9,0.108814961551025,5,0.0006505,0.0131,0.00010065,0.0081,0.00057494906846,216,25.4,21,1878.1,0,0,1,0
"DLPUE2009","DLPUE2009-010418","AGUA FRIA",43210,2018,"CUMPLE","LÓTICO",40,230,15,0.149,0.0025,0.245,0.5,0.076,0.00075,5,0.075,260,6.9,7.59,0.005,5,0.0006505,6e-04,0.00010065,0.00194,5e-04,140,26.9,24.9,570.2,0,0,1,0
"DLPUE2074M1","DLPUE2074M1-100515","SANTA MARÍA TEXMELUCAN",42131,2015,"CUMPLE","LÓTICO",90,140,70,0.272,0.0025,0.66,0.5,0.062,0.048,5,0.069,94,7,6.21,0.13,5,0.0006505,0.018,0.00010065,0.0109,5e-04,38,16.6,10.4,126,0,0,1,0
"DLPUE2003","DLPUE2003-210118","RIO NECAXA 5",43115,2018,"CUMPLE","LÓTICO",24000,24000,24000,0.033,0.033,0.046,0.5,0.062,0.025,10,0.039,212,7.3,4.64,0.05,16,0.0006505,0.02221,0.00010065,0.01069,5e-04,96,17.6,17.7,4102.9,0,0,1,0
"DLPUE2032","DLPUE2032-160613","RIO NEXAPA 12",41442,2013,"INCUMPLE","LÓTICO",2100,2400,2100,2.926,0.0025,7.266,0.607752873554381,3.29,1.399,100,0.317,1175,8.81,5.1,0.720962865410631,970,0.0031551044429029,0.0236543472678757,0.00010065,0.0415057240738452,0.0011968721572808,310,23.1,19.7,4658,1,0,1,1
"DLPUE2002","DLPUE2002-161212","RIO NECAXA 4",41254,2012,"CUMPLE","LÓTICO",240,1100,11,0.00175,0.028,0.78,0.5,1.645,5.034,2.5,0.0045,222.25,7.8,5,1.07172604786255,5,0.0006505,6e-04,0.00010065,0.00021,0.0006349779855084,105.84,27,22,12785,0,0,1,0
"DLPUE2019M1","DLPUE2019M1-240917","RIO RABANILLO",42999,2017,"INCUMPLE","LÓTICO",24000,24000,24000,12.25,0.0025,12.494,0.5,3.29,2.813,120,0.268,813,7.4,1.25,2.341,173.17,0.0006505,0.02773,0.00010065,0.02396,5e-04,214,24.9,21.7,107.3,0,1,1,1
"DLPUE2033","DLPUE2033-070816","RIO NEXAPA 13",42587,2016,"CUMPLE","LÓTICO",140,11000,40,0.037,0.367,0.808,0.5,1.85,0.00075,40,0.126,774.3,8,4.1,0.78,22,0.0006505,0.00582,0.00010065,0.00631,5e-04,244,24.9,20.2,169.6,0,0,1,0
"DLPUE2041","DLPUE2041-080913","NEXAPA ENTRADA A PUCTLA",41521,2013,"INCUMPLE","LÓTICO",93,150,43,0.163,0.0025,0.163,0.5,7e-04,0.00075,150,0.577,719,7.82,4.9,0.0983881677427318,480,0.003,0.032,0.00051,0.032,0.00057494906846,240,24.9,23.1,7466.8,1,0,1,1
"DLPUE2050","DLPUE2050-240515","ATOYAC LA CARMELITA P1 (26)",42144,2015,"INCUMPLE","LÓTICO",24000,24000,11000,8.047,0.051,23.952,0.5,1.297,0.528,80,0.455,1191,7.7,1.12,7.45,168,0.0006505,0.0125,0.00010065,0.0151,5e-04,298,21.8,21.5,8967,1,1,1,1
"DLPUE1976","DLPUE1976-130817","PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA",42954,2017,"INCUMPLE","LÓTICO",24000,24000,24000,5.721,0.0025,8.671,0.5,1.931,1.17,50,0.178,835.3,7.2,1.21,1.019,362.86,0.0006505,0.01145,0.00010065,0.0187,5e-04,220,22.7,20.5,3921.14077815527,0,0,1,1
"DLPUE2074M1","DLPUE2074M1-040218","SANTA MARÍA TEXMELUCAN",43129,2018,"CUMPLE","LÓTICO",230,930,150,0.00175,0.144,0.037,0.5,0.166,0.066,2.5,0.01,113,7.2,5.31,0.005,5,0.0006505,0.00952,0.00010065,0.00444,5e-04,10,11.6,10.1,99.6,0,0,1,0
"DLPUE2011","DLPUE2011-290913","VILLA AVILA CAMACHO",41542,2013,"CUMPLE","LÓTICO",2400,2400,10,0.033,0.0056,0.7685,0.5,0.0321,0.0149,20,0.041,219,8.24,7.79,0.0718902277623229,507,0.0006505,6e-04,0.00066,0.00021,0.0014639391640155,169,29.5,27,250250,0,0,1,0
"DLPUE2032M1","DLPUE2032M1-160820","RIO NEXAPA 12",44130,2020,"INCUMPLE","LÓTICO",24000,24130.5536521806,24000,10.149,1.557,11.544,0.5,1.803,1.463,20,0.224512708080615,1362,7.4,4.5,0.509,80,0.0006505,0.02544,0.00010065,0.01423,5e-04,398,18.4,17.3,3196,0,0,1,1
"DLPUE2041","DLPUE2041-110819","NEXAPA ENTRADA A PUCTLA",43683,2019,"INCUMPLE","LÓTICO",241960,241960,241960,1.775655,0.466783,10.421165,0.5,2.35018,0.64826,250,0.269,493,7.5,7.77,0.189,1300,0.0006505,0.3135,0.00010065,0.1129,0.0021,186.733,24,20,11114.6300296595,0,0,1,1
"OCBAL2872","OCBAL2872-160214","PRESA LOS CARROS OBRA DE TOMA",41682,2014,"CUMPLE","LÉNTICO",1.5,179.538654022063,1.5,0.029,0.0025,3.781,0.500826658660235,0.138,0.00075,40,0.247,300.140609581113,8.04005270344421,4.26474680814355,0.216490740498946,26,0.0006505,6e-04,0.00010065,0.004774,0.003324768100757,113.72,29.2,26.2629531265836,11392.9975200188,0,0,0,0
"DLPUE2053","DLPUE2053-210118","ECHEVERRIA ANTES DE LA PLANTA DE TRATAMIENTO ATOYAC SUR",43118,2018,"INCUMPLE","LÓTICO",24000,24000,24000,4.66206784789107,0.0025,14.257343330791,0.5,3.85,2.551,150,0.283,1220,7.5,0.5,0.457,138.1,0.0006505,0.01442,0.00010065,0.01346,5e-04,194,22.3,16.3,6868.5,1,1,1,1
"DLPUE2066","DLPUE2066-100515","DESPUES DE BACHOCO",42129,2015,"INCUMPLE","LÓTICO",24000,24000,11000,9.721,0.0025,81.955,5.07,12.294,11.959,500,1.594,2300,7,0.5,33.8,370,0.0006505,0.0154,0.00010065,0.0104,5e-04,414,25.2,21.1,5,1,1,1,1
"DLPUE2062M1","DLPUE2062M1-200817","ARROYO METLAPANAPA",42961,2017,"INCUMPLE","LÓTICO",24000,24000,24000,8.458,0.0025,9.896,6.65,2.081,1.653,300,0.191,778.6,7.6,0.5,2.498,637.5,0.0006505,0.02116,0.00010065,0.48013,5e-04,168,22.4,21.8,101.6,0,0,1,1
"DLPUE2035","DLPUE2035-251112","RIO NEXAPA 14",41226,2012,"INCUMPLE","LÓTICO",2400,2400,210,2.072,0.0025,3.752,0.5,3.196,9.779,5,0.0317,1136.25,7.88,2,1.9385125506517,146,0.015,6e-04,0.00010065,0.176,0.0012674955629744,412.005477722727,25,21,149.8,0,0,1,1
