"CLAVE SITIO","CLAVE DE MONITOREO","NOMBRE DEL SITIO","FECHA REALIZACIÓN","Año","DQO_ESTADO","TIPO CUERPO DE AGUA","COLI_FEC","COLI_TOT","E_COLI","N_NH3","N_NO2","N_TOTK","TOX_D_48_UT","P_TOT","ORTO_PO4","COLOR_VER","ABS_UV","CONDUC_CAMPO","pH_CAMPO","OD_mgL","SAAM","SST","CD_TOT","CR_TOT","HG_TOT","NI_TOT","CN_TOT","DUR_TOT","TEMP_AMB","TEMP_AGUA","CAUDAL","COT_NOM","TOX_NOM","TIPO_LOTICO","y"
"DLTLA2546","DLTLA2546-280216","TLAPALAC ANTES DE CONFLUENCIA CON RIO ATOYAC",42425,2016,"INCUMPLE","LÓTICO",2100,24000,150,39.364,0.0025,52.173,2.64,3.073,2.968,400,0.892,1460,7.6,0.5,10.7,246.67,0.0006505,0.0081,0.00010065,0.0114,5e-04,358,21.7,19.4,37.1,1,1,1,1
"DLPUE2069M1","DLPUE2069M1-260715","PUENTE MARQUEZ",42207,2015,"INCUMPLE","LÓTICO",24000,24000,11000,0.064,0.0025,0.408,0.5,0.696,0.313,100,0.108,621.6,8.3,4.67,0.06,2170,0.0058,0.0396,7e-04,0.0399,5e-04,564,32.3,26.4,7747,0,0,1,1
"DLPUE2062M1","DLPUE2062M1-110318","ARROYO METLAPANAPA",43164,2018,"INCUMPLE","LÓTICO",24000,24000,24000,17.531,0.0025,49.388,0.5,3.668,2.554,80,0.181,1216,7.9,0.5,6.789,103.28,0.0006505,0.0073,0.00010065,0.02879,5e-04,208,22.3,17.4,87.2,0,1,1,1
"DLPUE2086","DLPUE2086-240814","RIO NEXAPA 20",41848,2014,"INCUMPLE","LÓTICO",2100,4600,750,0.00175,0.0025,0.00175,0.5,0.149,0.124,20,0.089,1839,7.8,5,0.051,5,0.0006505,0.0078,0.00010065,0.0066,5e-04,936,32.3,27,9441,0,0,1,1
"DLPUE2086","DLPUE2086-310515","RIO NEXAPA 20",42149,2015,"CUMPLE","LÓTICO",24000,24000,11000,0.934,0.0025,1.559,0.5,0.298,0.249,30,0.153,1468.6,8.2,3.42,0.005,73.75,0.0006505,0.0061,7e-04,0.0095,5e-04,712,26,24.8,3387,0,0,1,0
"DLPUE2069M1","DLPUE2069M1-161114","PUENTE MARQUEZ",41958,2014,"INCUMPLE","LÓTICO",1500,2400,930,0.204,0.0025,0.971,0.5,0.559,0.431,60,0.168,822,8.2,4.8,0.055,61,0.0006505,6e-04,0.0018,0.00021,5e-04,256,25.5,19.8,5778,1,0,1,1
"DLPUE2085","DLPUE2085-240416","RIO NEXAPA 21",42480,2016,"INCUMPLE","LÓTICO",2400,2400,930,0.079,0.0025,0.318,0.5,0.052,0.037,20,0.075,2490.3,8.3,6.13,0.19,21,0.0006505,6e-04,0.00010065,0.0103,5e-04,982.08,32,29.9,1503,0,0,1,1
"DLPUE2032","DLPUE2032-040813","RIO NEXAPA 12",41489,2013,"INCUMPLE","LÓTICO",21,23,20,0.104,0.972,2.12,0.5,0.884,0.972,30,0.093,795,7.65,4,0.380646729223395,420,0.0006505,0.018,0.00010065,0.012,0.0006540985902036,220,28,22.2,2222.1,0,0,1,1
"DLPUE2035","DLPUE2035-030917","RIO NEXAPA 14",43000,2017,"INCUMPLE","LÓTICO",24000,24000,24000,1.107,0.735,1.375,0.5,0.759,0.555,60,0.131,624,8.4,5.43,0.452,416.67,0.0006505,0.01859,0.00010065,0.01918,5e-04,264,22.6,19.1,5278.7,0,0,1,1
"DLPUE2047","DLPUE2047-200915","RIO NEXAPA 19",42261,2015,"CUMPLE","LÓTICO",24000,24000,4600,0.092,0.0025,0.092,0.5,0.1,0.091,40,0.115,2210,8.4,5.15,0.005,55,0.0006505,0.0117,0.00010065,0.0087,5e-04,988,28.5,24.3,4489,0,0,1,0
"DLPUE2042","DLPUE2042-300417","PUCTLA",42851,2017,"INCUMPLE","LÓTICO",24000,24000,24000,11.141,0.993,17.278,0.5,3.334,2.231,60,0.227,1496,7.8,2.05,1.79,27,0.0006505,6e-04,0.00010065,0.00957,5e-04,436,32.1,23.2,610,0,0,1,1
"DLPUE2086","DLPUE2086-020820","RIO NEXAPA 20",44039,2020,"CUMPLE","LÓTICO",11000,22701.8525036583,4600,0.00175,0.103,0.379,0.5,0.388,0.216,20,0.17473961050139,1547,8.3,4.74,0.005,148,0.0006505,0.02773,9e-04,0.03089,5e-04,746,25.3,26,3115.5,0,0,1,0
"DLPUE2058","DLPUE2058-240416","RIO ACATLAN",42481,2016,"INCUMPLE","LÓTICO",24000,24000,30,1.653,0.0025,1.983,0.5,1.802,0.488,150,0.309,606.3,8,6.05,0.29,3200.69262777778,0.0103,0.065,0.00010065,0.0708,5e-04,516.78,21.2,20.1,610.1,0,0,1,1
"DLPUE2032","DLPUE2032-251112","RIO NEXAPA 12",41225,2012,"INCUMPLE","LÓTICO",2400,2400,1100,5.04,0.0025,8.512,0.5,9.836,28.8283309090909,5,0.0457,1144.5,7.88,3.5,1.23425298595713,1480,0.019,0.112,0.0179232000453406,0.205,0.004803033058702,402.524059818998,25,21.9,138.2,0,0,1,1
"DLPUE2017","DLPUE2017-091212","PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15)",41261,2012,"INCUMPLE","LÓTICO",1.5,1.5,1.5,2.91,0.007,5.84,0.5,0.926,2.832,2.5,0.0045,407,6.92,1.1,4.04313744854613,130,0.0006505,6e-04,0.00010065,0.00021,0.0079161471687276,135.24,27,16.1,1944.061,1,0,1,1
"DLPUE2042","DLPUE2042-250514","PUCTLA",41773,2014,"INCUMPLE","LÓTICO",24000,24000,930,1.754,0.0025,6.137,0.5,4.383,2.378,150,1.996,1009,7.3,2.1,0.405,380,0.0006505,0.0198,0.00010065,0.0297,5e-04,430,25.5,21,1033,0,1,1,1
"DLPUE2037","DLPUE2037-190415","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ABAJO)",42110,2015,"INCUMPLE","LÓTICO",24000,24000,11000,2.578,0.712,10.026,0.5,0.494,0.171,40,0.167,1279,7.8,4.42,0.45,83.53,0.007,0.0104,0.00010065,0.0151,5e-04,432,16.6,22.5,2320,0,0,1,1
"DLPUE2066","DLPUE2066-180813","DESPUES DE BACHOCO",41498,2013,"INCUMPLE","LÓTICO",2400,2400,1100,0.592,0.0025,21.592,0.5,7e-04,5.756,150,0.35,889,7.71,0.5,5.51534680059524,433.33,0.0006505,6e-04,0.00010065,0.00021,0.0006386211386792,240,22.9,20.6,5,1,1,1,1
"DLPUE1984","DLPUE1984-080913","SABORMEX, S.A. DE C.V. (ANTES CAFES DE VERACRUZ, S.A. DE C.V.) (AGUAS ARRIBA)",41523,2013,"INCUMPLE","LÓTICO",210,240,93,0.446,1.852,0.446,0.5,0.756,0.122,30,0.15,826,8.2,3.8,0.211653697092316,5,0.0006505,6e-04,0.00010065,0.008,0.00057494906846,280,22.7,20.4,23.2,0,0,1,1
"DLPUE2023","DLPUE2023-160815","RIO NEXAPA 4",42227,2015,"INCUMPLE","LÓTICO",24000,24000,11000,2.272,0.157,3.711,0.5,0.25,0.179,150,0.466,177,7.6,3.2,0.42,400,0.0006505,0.015,0.0017,0.0271,5e-04,62,22.8,23.5,105,0,0,1,1
"DLPUE2042","DLPUE2042-310515","PUCTLA",42151,2015,"INCUMPLE","LÓTICO",280,390,210,1.406,0.196,3.675,0.5,0.715,0.689,30,0.175,859,8.1,3.07,1.35,233.33,0.0006505,0.0088,5e-04,0.0163,5e-04,310,29.3,24,2585,0,0,1,1
"DLPUE2024","DLPUE2024-030416","RIO NEXAPA 5",42460,2016,"INCUMPLE","LÓTICO",24000,24000,90,0.116,0.0025,5.954,0.5,0.992,0.56,30,0.086,567,7.7,1.8,2.42,24,0.0006505,6e-04,0.00010065,0.0044,5e-04,206,29.3,21.6,68.6,0,0,1,1
"DLPUE1983","DLPUE1983-100618","SABORMEX, S.A. DE C.V. (ANTES CAFES DE VERACRUZ, S.A. DE C.V.) (AGUAS ABAJO)",43258,2018,"INCUMPLE","LÓTICO",15,15,15,12.041,0.118,12.77,0.5,6.318,0.146,120,0.759,1165,8.1,0.5,0.348,103.57,0.0006505,0.02271,0.00010065,0.00763,5e-04,180,23.5,23.5,165.6,1,0,1,1
"DLPUE2037","DLPUE2037-270518","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ABAJO)",43244,2018,"INCUMPLE","LÓTICO",750,1500,430,2.156,1.846,2.179,0.5,1.465,1.138,20,0.604,900,8.1,2.8,0.005,116.22,0.0006505,0.07753,0.00010065,0.01442,5e-04,292,27.2,21.8,3288.1,0,0,1,1
"DLPUE1983","DLPUE1983-170313","SABORMEX, S.A. DE C.V. (ANTES CAFES DE VERACRUZ, S.A. DE C.V.) (AGUAS ABAJO)",41349,2013,"INCUMPLE","LÓTICO",300,700,300,1.419,0.025,2.166,1.31,4.003,0.299,150,1.06969404761905,2500,7.8,0.5,3.77633490752329,238,0.0006505,6e-04,0.00010065,0.00021,0.0049506742789207,720,14.6,24.8,17.6,1,0,1,1
"DLPUE1989","DLPUE1989-260317","LA AUTOPISTA P1 (24)",42818,2017,"INCUMPLE","LÓTICO",24000,24000,24000,14.846,0.0025,35.272,0.5,3.226,2.371,150,0.537,1071.6,7.7,0.5,8.25,33,0.0006505,0.00604,0.00010065,0.01723,5e-04,216,20.9,17,1660.2,1,1,1,1
"DLPUE2066","DLPUE2066-201013","DESPUES DE BACHOCO",41562,2013,"INCUMPLE","LÓTICO",150,200,140,2.824,0.033,2.824,0.5,7.236,5.642,600,0.747,2400,8.18,0.5,5.265,300,0.0006505,0.005,0.00010065,0.005,5e-04,450,27,23.8,5,1,1,1,1
"DLPUE2050","DLPUE2050-230815","ATOYAC LA CARMELITA P1 (26)",42235,2015,"INCUMPLE","LÓTICO",24000,24000,4600,8.055,0.0025,20.193,0.5,1.033,0.799,100,0.345,958,7.8,2.91,2.7,172,0.0006505,0.0112,0.00010065,0.0113,5e-04,250,25.3,21.9,3103.33121687614,0,1,1,1
"DLPUE2063","DLPUE2063-150614","PUEBLA ALSESECA  (A) AGUAS ARRIBA",41801,2014,"INCUMPLE","LÓTICO",24000,24000,11000,3.648,0.028,15.536,0.5,2.521,2.067,150,0.788,824,8.1,2.6,1.292,520,0.0006505,0.0222,0.0011,0.0216,0.02,228,19.2,19.1,4534,0,0,1,1
"DLPUE2063","DLPUE2063-041015","PUEBLA ALSESECA  (A) AGUAS ARRIBA",42279,2015,"INCUMPLE","LÓTICO",24000,24000,11000,8.592,0.052,42.941,0.5,4.055,2.766,300,0.694,1465,8,0.5,15.6,200,0.0006505,0.0081,0.00010065,0.0147,5e-04,316,24.7,20.6,643,1,1,1,1
"DLPUE2073","DLPUE2073-150215","CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V. (AGUAS ABAJO)",42048,2015,"INCUMPLE","LÓTICO",24000,24000,4600,29.343,0.0025,41.362,0.5,4.984,4.147,150,1.454,2700,7.7,0.5,8.7,355,0.0006505,0.009,0.00010065,0.011,5e-04,462,14.8,17.5,70,1,1,1,1
"DLPUE2069M1","DLPUE2069M1-190616","PUENTE MARQUEZ",42536,2016,"INCUMPLE","LÓTICO",24000,24000,230,0.141,0.0025,3.129,0.5,3.081,2.3,100,0.118,935,8.7,6.15,0.005,4845.45,0.0098,0.0703,0.00010065,0.0543,5e-04,952,30,26.9,5729.3,0,0,1,1
"DLPUE2032","DLPUE2032-210413","RIO NEXAPA 12",41384,2013,"INCUMPLE","LÓTICO",1500,2300,1100,1.581,0.022,28.927,0.5,5.625,4.146,100,0.324,1826,7.82,4.1,4.74683480548304,22,0.0006505,6e-04,0.00010065,0.00021,0.0010614889519042,590,18.9,19.5,4532.5,0,0,1,1
"DLPUE2042","DLPUE2042-190415","PUCTLA",42109,2015,"INCUMPLE","LÓTICO",24000,24000,4600,3.655,0.317,9.137,0.5,1.34,1.296,50,0.227,1121,7.7,2.6,3.5,17,0.0006505,0.0062,0.00010065,0.0079,5e-04,470,34.7,25.8,785,0,0,1,1
"DLPUE2032","DLPUE2032-060414","RIO NEXAPA 12",41733,2014,"INCUMPLE","LÓTICO",24000,24000,11000,0.558,0.332,3.708,0.5,0.831,0.806,30,0.278,1675,8.1,3.8,0.057,21,0.0006505,0.0106,0.00010065,0.0206,5e-04,639,26.1,22,789,0,0,1,1
"DLPUE2058","DLPUE2058-200915","RIO ACATLAN",42263,2015,"INCUMPLE","LÓTICO",24000,24000,11000,1.362,0.059,2.666,0.5,2.966,0.942,300,0.595,312,7.5,6.96,0.005,7590,0.0161,0.1294,0.00010065,0.1134,5e-04,188,24.3,21.4,99116.7782142857,0,0,1,1
"DLPUE2019M1","DLPUE2019M1-140816","RIO RABANILLO",42591,2016,"INCUMPLE","LÓTICO",24000,24000,1500,5.261,0.152,52.815,0.5,7e-04,0.00075,250,0.204,236,7.8,3.39,0.3,888,0.0006505,0.03964,0.00010065,0.04465,5e-04,36,22.8,18.5,1512.1,0,0,1,1
"DLPUE2086","DLPUE2086-250514","RIO NEXAPA 20",41771,2014,"INCUMPLE","LÓTICO",40,70,1.5,0.00175,0.0025,1.445,0.5,0.077,0.064,2.5,0.129,1928,8.2,4.9,0.005,17,0.0006505,0.0053,0.00010065,0.0096,5e-04,1044.5,34.7,31.1,1406,0,0,1,1
"DLPUE2046","DLPUE2046-070816","NEXAPA PUENTE DON ROQUE",42583,2016,"CUMPLE","LÓTICO",24000,24000,4600,0.201,0.3014,0.4,0.5,0.606,0.454,30,0.088,1616.6,7.7,4.4,0.08,84.93,0.0006505,0.00646,0.00010065,0.00771,5e-04,593.906191871136,30.5,24.1,5180.9,0,0,1,0
"DLPUE2002","DLPUE2002-050217","RIO NECAXA 4",42769,2017,"CUMPLE","LÓTICO",4600,11000,2100,1.003,0.0025,1.158,0.5,0.033,0.016,10,0.035,207,8.7,7.6,0.058,5,0.0006505,6e-04,0.00010065,0.00333,5e-04,122,24.4,19.5,6466.96252317432,0,0,1,0
"DLPUE2063","DLPUE2063-070713","PUEBLA ALSESECA  (A) AGUAS ARRIBA",41460,2013,"INCUMPLE","LÓTICO",2400,2400,2400,2.973,0.0025,10.029,0.5,6.079,3.506,50,0.703,1786,8.58,0.5,2.99182659532902,176.667,0.0006505,0.0317,0.0002368213406269,0.0259,0.0011351479362292,420,20,21.3,748.2,1,0,1,1
"DLPUE2029","DLPUE2029-210118","RIO NEXAPA 9",43116,2018,"INCUMPLE","LÓTICO",24000,24000,24000,7.441,0.067,8.764,0.5,3.933,2.026,150,0.266,1709,8.1,2.18,6.427,221.05,0.0006505,0.0153,0.00010065,0.02492,5e-04,402,18.3,14.6,3432.7,0,1,1,1
"DLTLA2546","DLTLA2546-100416","TLAPALAC ANTES DE CONFLUENCIA CON RIO ATOYAC",42467,2016,"INCUMPLE","LÓTICO",24000,24000,150,1.637,0.0025,14.282,3.1,5.97,3.249,300,0.31,1555,7.4,0.5,10.8,147.5,0.0006505,6e-04,0.00010065,0.0076,5e-04,374,19.7,20.4,36.5,1,1,1,1
"DLPUE2001","DLPUE2001-041112","RIO NECAXA 1",41272,2012,"CUMPLE","LÓTICO",15,20,9,0.00175,0.0025,0.83,0.5,0.63,0.193,2.5,0.0045,176,7.67,6.1,0.225325333644436,5,0.013,6e-04,0.00010065,0.0151,0.0006737007937807,74.222,19,18.5,9445.441,0,0,1,0
"DLPUE2036","DLPUE2036-230214","NEXAPA-LAS FAJANAS P1 (33)",41690,2014,"INCUMPLE","LÓTICO",24000,24000,11000,1.456,0.4,14.522,0.5,4.787,4.774,60,0.388,1414,7.92,3.8,0.835,207.5,0.0006505,0.007,7e-04,0.00021,5e-04,455.4,21.8,17.5,3496,1,1,1,1
"DLPUE2032M1","DLPUE2032M1-270119","RIO NEXAPA 12",43490,2019,"INCUMPLE","LÓTICO",24000,24000,24000,22.108,0.674,26.519,0.5,2.394,1.804,100,0.732,1775,8.2,5.07,4.58,105.66,0.0006505,0.03023,0.00010065,0.01156,5e-04,406,16.2,16,2168.6,0,0,1,1
"DLPUE2032M1","DLPUE2032M1-040318","RIO NEXAPA 12",43157,2018,"INCUMPLE","LÓTICO",24000,24000,24000,22.167,0.488,23.886,0.5,4.444,1.51,70,0.226,1433,8.1,2.36,3.756,321.05,0.0006505,0.02309,0.00010065,0.01247,5e-04,420,20.4,20.4,4809.4,0,0,1,1
"DLPUE2042","DLPUE2042-230214","PUCTLA",41689,2014,"INCUMPLE","LÓTICO",24000,24000,11000,1.705,0.0025,12.905,0.5,1.809,0.925,250,0.801,1359,7.81,1,0.853,40,0.0006505,6e-04,0.00010065,0.0164,5e-04,526.68,24.9,19.1,980,1,0,1,1
"DLTLA2546","DLTLA2546-071018","TLAPALAC ANTES DE CONFLUENCIA CON RIO ATOYAC",43374,2018,"INCUMPLE","LÓTICO",24000,24000,24000,43.442,0.0025,51.78,1.21,6.284,3.03,150,0.599,1302,8,0.5,9.975,107.32,0.0006505,0.09591,0.00010065,0.00901,5e-04,270.68,22.8,20.5,77.3,1,1,1,1
"DLPUE2041","DLPUE2041-240814","NEXAPA ENTRADA A PUCTLA",41849,2014,"INCUMPLE","LÓTICO",24000,24000,750,0.269,3.138,2.436,0.5,0.774,0.496,120,0.528,769,7.8,3,0.344,395.6,0.0006505,0.0215,0.00010065,0.0235,5e-04,598,29.5,23.2,4021,1,0,1,1
"DLPUE2023","DLPUE2023-050415","RIO NEXAPA 4",42095,2015,"INCUMPLE","LÓTICO",2100,2400,1500,1.679,0.0025,20.157,0.5,1.145,1.091,150,0.543,563,7.9,1.95,15.6,55.56,0.0006505,6e-04,0.00010065,0.0022,5e-04,114,24.2,21.7,8,0,1,1,1
"DLPUE2033","DLPUE2033-010315","RIO NEXAPA 13",42062,2015,"INCUMPLE","LÓTICO",24000,24000,4600,27.486,0.021,33.453,0.5,0.995,0.875,40,0.367,774,7.9,2.05,6.75,153.33,0.0006505,0.0062,0.00010065,0.0077,5e-04,258,28.7,20,104,0,0,1,1
"DLPUE2028","DLPUE2028-260616","RIO NEXAPA 8",42544,2016,"INCUMPLE","LÓTICO",24000,42545,24000,10.161,0.199,20.521,0.5,2.008,1.425,50,0.216,1068,7.7,3.65,2,263.89,0.0006505,0.0134,0.00010065,0.0184,5e-04,272,24.5,20.8,4058.6,0,1,1,1
"DLPUE2025","DLPUE2025-210118","RIO NEXAPA 6",43117,2018,"CUMPLE","LÓTICO",24000,24000,11000,1.745,0.41,2.262,0.5,1.06,1.031,10,0.119,536,7.8,3.96,0.426,12,0.0006505,0.02829,0.00010065,0.00527,5e-04,114,18.2,12.8,210.7,0,0,1,0
"DLPUE1976","DLPUE1976-091212","PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA",41267,2012,"INCUMPLE","LÓTICO",2400,2400,23,14.88,0.005,25.87,0.5,2.55,7.803,2.5,0.0045,1216,7.38,0.5,3.61076443869856,110,0.012,6e-04,0.00010065,0.00021,0.0193071862986798,319.48,21,16.8,8320.5,0,0,1,1
"OCGCE3246","OCGCE3246-210118","PASO JARDIN",43116,2018,"CUMPLE","LÓTICO",430,2400,210,0.044,0.0025,0.052,0.5,0.048,0.033,2.5,0.025,176,8.3,6.03,0.005,5,0.0006505,0.09292,0.00010065,0.0027,5e-04,70,16.4,17.1,8139.3,0,0,1,0
"DLPUE2038","DLPUE2038-060414","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ARRIBA)",41732,2014,"INCUMPLE","LÓTICO",24000,24000,11000,5.178,0.736,18.431,0.5,2.875,2.223,30,0.286,1329,8.1,3.9,0.209,63,0.0006505,0.0086,0.00010065,0.0353,5e-04,482.2,27.1,22.8,2016,0,0,1,1
"DLPUE2019M1","DLPUE2019M1-120921","RIO RABANILLO",44445,2021,"INCUMPLE","LÓTICO",24000,24130.5536521806,24000,13.519,0.0025,22.4,0.5,2.208,1.353,50,0.320549308799605,674,7.9,1.74905803194484,3.867,155,0.0006505,0.03274,0.00010065,0.0296568607862612,5e-04,197.383648681241,27.1,20,142.9,0,0,1,1
"DLPUE2028","DLPUE2028-160314","RIO NEXAPA 8",41708,2014,"INCUMPLE","LÓTICO",150,200,110,3.906,0.057,6.386,1.03,3.771,3.557,200,0.723,1666,8.1,1,17.376,136.7,0.0006505,0.0135,0.0018,0.0338,5e-04,495,22.2,19.5,3968,1,1,1,1
"DLPUE2028","DLPUE2028-061013","RIO NEXAPA 8",41549,2013,"INCUMPLE","LÓTICO",1.5,30,1.5,2.654,0.166,10.046,0.5,2.001,0.996,50,0.151,780,8.09,3.9,0.773,875,0.0006505,0.042,0.00010065,0.009,5e-04,350,24.8,20,4949.9,0,0,1,1
"DLPUE2042","DLPUE2042-110819","PUCTLA",43683,2019,"INCUMPLE","LÓTICO",241960,241960,241960,2.202976,0.520886,11.966146,0.5,3.20712,0.67817,150,0.253,549,7.7,7.74,0.227,805,0.0006505,0.1142,0.00010065,0.0798,0.0024,186.316,27,21,34833.5065684831,0,0,1,1
"DLPUE2038","DLPUE2038-070816","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ARRIBA)",42586,2016,"INCUMPLE","LÓTICO",280,4600,70,2.276,1.358,2.907,0.5,1.353,0.869,30,0.141,1028.6,8.5,5.92,0.11,392.31,0.0006505,0.03204,0.00010065,0.02394,5e-04,326,25,21.9,4760.5,0,0,1,1
"DLPUE 1975","DLPUE 1975-090924","RA-19 RIO SAN FRANCISCO, ANTES DE LA CONFLUENCIA CON EL RIO ATOYAC",45544,2024,"CUMPLE","LÓTICO",23879.7414150568,24130.5536521806,22735.5297621911,0.79,0.26,1.41,0.5,3.51,2.0609496839859,67.1401063268285,0.210969309412057,1440,7.5,0.21,0.26,8,0.000677902009078,0.0105,0.0002044504537966,0.0139004166993941,0.0008224830771148,478.870951996308,22,18,2005.55180142494,0,0,1,0
"DLPUE2001","DLPUE2001-150418","RIO NECAXA 1",43342,2018,"CUMPLE","LÓTICO",930,2400,430,0.00175,0.0025,0.349,0.5,0.057,0.03,10,0.095,380,8.4,5.2,0.101,33,0.0006505,0.02798,0.00010065,0.01748,5e-04,318,29.3,24.7,6984.6,0,0,1,0
"DLTLA2546","DLTLA2546-190217","TLAPALAC ANTES DE CONFLUENCIA CON RIO ATOYAC",42781,2017,"INCUMPLE","LÓTICO",24000,24000,24000,41.171,0.0025,49.974,2.78,6.957,4.456,150,0.419,1466,7.5,0.5,9.2,126.92,0.0006505,6e-04,0.00010065,0.00646,5e-04,262,19,16.9,57.4,1,1,1,1
"DLPUE2002","DLPUE2002-120513","RIO NECAXA 4",41404,2013,"CUMPLE","LÓTICO",9,28,1.5,0.00175,0.0025,0.00175,0.5,0.015,0.008,2.5,0.07,377,8.14,8.8,0.0974473176485976,5,0.0006505,0.0151,0.00010065,0.0079,0.0477970829429427,216,29.5,23.5,1557.8,0,0,1,0
"DLTLA2546","DLTLA2546-210517","TLAPALAC ANTES DE CONFLUENCIA CON RIO ATOYAC",42874,2017,"INCUMPLE","LÓTICO",24000,24000,24000,13.208,0.0025,17.1,1.24,7.472,6.225,200,1.57,1526,7.2,0.5,9.6,148.65,0.0006505,0.06881,0.00010065,0.00818,5e-04,310,25.2,21,87.8,1,1,1,1
"DLPUE1983","DLPUE1983-070517","SABORMEX, S.A. DE C.V. (ANTES CAFES DE VERACRUZ, S.A. DE C.V.) (AGUAS ABAJO)",42860,2017,"INCUMPLE","LÓTICO",24000,24000,24000,12.016,0.046,37.743,0.5,3.542,0.784,500,1.158,3190,8.1,0.5,1.9,90,0.0006505,0.00816,0.00010065,0.00924,5e-04,246,25.7,28.9,48.5,1,1,1,1
"DLPUE2073","DLPUE2073-200316","CERVECERIA CUAUHTEMOC MOCTEZUMA, S.A. DE C.V. (AGUAS ABAJO)",42446,2016,"INCUMPLE","LÓTICO",24000,24000,150,1.888,0.032,36.928,1.39,3.678,3.56,600,1.014,3200,7.4,0.5,4.3,447.06,0.0006505,0.0128,0.00010065,0.0121,5e-04,570,23,22.2,69.1,1,1,1,1
"DLPUE2037","DLPUE2037-280914","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ABAJO)",41907,2014,"INCUMPLE","LÓTICO",24000,24000,11000,1.344,1.026,2.886,0.5,0.681,0.464,30,0.234,720,7.3,4.3,0.116,545,0.0006505,0.0106,0.00010065,0.0096,5e-04,257.4,18.6,19,5606,1,0,1,1
"DLPUE2043","DLPUE2043-161212","RIO NEXAPA 17",41276,2013,"INCUMPLE","LÓTICO",93,150,21,0.6,0.059,0.6,0.5,0.147,0.449,5,0.0045,885,7.32,3.7,0.127854708886047,5,0.01,6e-04,0.00010065,0.00021,0.00057494906846,150.48,29.5,25,152.3,0,0,1,1
"DLPUE2085","DLPUE2085-140118","RIO NEXAPA 21",43109,2018,"CUMPLE","LÓTICO",2400,4600,1500,0.073,0.0025,0.162,0.5,0.036,0.036,10,0.078,1954,8.4,5.54,0.005,24,0.0006505,0.0073,0.00010065,0.0143,5e-04,234,27.5,23.2,3287.6,0,0,1,0
"DLPUE2002","DLPUE2002-041112","RIO NECAXA 4",41272,2012,"CUMPLE","LÓTICO",21,28,15,0.54,0.0025,1.36,0.5,0.048,0.147,2.5,0.0045,185,7.82,6.1,0.142048815427345,5,0.014,6e-04,0.00010065,0.15,0.0006737007937807,80.24,20,19.4,11521.568,0,0,1,0
"DLPUE2046","DLPUE2046-091218","NEXAPA PUENTE DON ROQUE",43438,2018,"CUMPLE","LÓTICO",930,24000,430,0.249,0.116,0.43,0.5,0.45,0.297,2.5,0.076,1703,7.8,4.02,0.005,15,0.0006505,0.01163,0.00010065,0.00539,5e-04,1020,37.7,23,3022.11301493101,0,0,1,0
"DLPUE2041","DLPUE2041-030917","NEXAPA ENTRADA A PUCTLA",42998,2017,"INCUMPLE","LÓTICO",24000,24000,24000,1.531,1.452,1.666,0.5,0.621,0.488,80,0.117,831,8.2,4.01,0.226,966.67,0.00364,0.05525,0.00078,0.04266,5e-04,324,28.8,22.7,5973.60625039385,0,0,1,1
"DLPUE2028","DLPUE2028-080516","RIO NEXAPA 8",42495,2016,"INCUMPLE","LÓTICO",24000,24000,750,21.917,0.054,29.116,0.5,3.305,3.209,150,0.308,1507,8.1,2.69,5.8,139.58,0.0006505,0.0069,0.00010065,0.0118,5e-04,386,27.7,22.4,3431.2,0,1,1,1
"DLPUE2029","DLPUE2029-210216","RIO NEXAPA 9",42418,2016,"INCUMPLE","LÓTICO",24000,24000,1200,40.763,0.0025,64.246,0.5,1.197,0.994,250,0.339,1526,8,1.43,9.7,121.05,0.0006505,0.0129,0.00010065,0.0142,5e-04,406,20.4,15.3,3541.7,1,1,1,1
"DLPUE2021","DLPUE2021-090820","RIO NEXAPA 0",44048,2020,"INCUMPLE","LÓTICO",24000,24130.5536521806,24000,8.957,1.801,9.643,0.5,3.582,1.726,80,0.20301350382574,285,7.9,1.77,1.504,107,0.0006505,0.02201,0.00010065,0.02005,5e-04,176,20.1,15.8,5.1,0,0,1,1
"DLPUE2037","DLPUE2037-310515","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ABAJO)",42152,2015,"INCUMPLE","LÓTICO",280,390,210,1.695,0.322,5.296,0.5,1.025,0.396,60,0.209,841,8.1,4.2,0.48,660,0.0006505,0.0223,0.00010065,0.0319,5e-04,284,23,24.1,5354,0,0,1,1
"DLPUE2008","DLPUE2008-280615","LAZARO CARDENAS",42179,2015,"CUMPLE","LÓTICO",24000,24000,5794,0.06569,0.0147,0.4717,0.5,0.1248,0.0549,40,0.0566,325,7.6,7.34,0.005,68,0.0006505,6e-04,0.00072,0.00021,5e-04,142,26,25,39905,0,0,1,0
