CLAVE SITIO,CLAVE DE MONITOREO,NOMBRE DEL SITIO,FECHA REALIZACIÓN,Año,DQO_ESTADO,TIPO CUERPO DE AGUA,COLI_FEC,COLI_TOT,E_COLI,N_NH3,N_NO2,N_NO3,N_ORG,N_TOT,N_TOTK,TOX_D_48_UT,P_TOT,ORTO_PO4,COLOR_VER,ABS_UV,SDT,CONDUC_CAMPO,pH_CAMPO,OD_%,OD_mg/L,SAAM,SST,TURBIEDAD,CD_TOT,CR_TOT,HG_TOT,NI_TOT,CN_TOT,DUR_TOT,TEMP_AMB,TEMP_AGUA,CAUDAL,COT_NOM,TOX_NOM,TIPO_LOTICO,y
DLPUE2017,DLPUE2017-230820,PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),44061,2020,INCUMPLE,LÓTICO,24000.0,24130.553652180584,24000.0,2.946,0.0025,0.0155,0.168,3.1140000000000003,3.1140000000000003,0.5,0.877,0.723,20.0,0.15059116656111035,251.52,393.0,7.5,35.7,2.03,1.416,54.0,25.3,0.0006505,0.01135,0.00010065,0.01114,0.0005,132.0,23.7,18.3,1376.7,0,0,1,1.0
DLPUE2017,DLPUE2017-120921,PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),44445,2021,INCUMPLE,LÓTICO,24000.0,24130.553652180584,24000.0,2.549,0.0025,0.0155,6.776,9.325,9.325,0.5,1.993,1.25,30.0,0.17991954079915656,215.68,337.0,6.8,28.708822611346477,2.171015337221258,2.59,120.0,70.0,0.0006505,0.04211,0.00010065,0.02096196395479865,0.0005,130.70005825458773,21.0,18.9,3005.7,0,0,1,1.0
DLPUE2017,DLPUE2017-110922,PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),44809,2022,INCUMPLE,LÓTICO,24000.0,24130.553652180584,24000.0,1.62,0.041,0.0155,1.81,3.471,3.43,0.5,2.622,1.158,70.0,0.40285671707360954,178.56,279.0,7.7,49.2,3.09,0.005,980.0,600.0,0.00195,0.042,0.0001006445,0.054321290031163615,0.004,152.09306090778705,19.0,17.0,3041.3361395449224,0,0,1,1.0
DLPUE2019M1,DLPUE2019M1-100416,RIO RABANILLO,42465,2016,INCUMPLE,LÓTICO,2400.0,24000.0,40.0,2.329,0.0025,0.059,27.544,29.932,29.873,0.5,6.788,5.268,250.0,0.315,638.08,997.0,7.8,5.0,0.5,8.65,91.3,92.3,0.0006505,0.0563,0.00010065,0.0283,0.0005,235.62,16.1,17.3,11.9,1,1,1,1.0
DLPUE2019M1,DLPUE2019M1-150516,RIO RABANILLO,42500,2016,INCUMPLE,LÓTICO,11000.0,24000.0,4600.0,8.549,0.104,0.08,12.512,21.244999999999997,21.061,0.5,8.512,6.979,200.0,0.487,724.48,1132.0,7.9,5.0,0.5,7.3,91.3,123.0,0.0006505,0.0188,0.00010065,0.018,0.0005,264.0,18.4,18.8,20.0,1,1,1,1.0
DLPUE2019M1,DLPUE2019M1-030716,RIO RABANILLO,42549,2016,INCUMPLE,LÓTICO,11000.0,24000.0,11000.0,10.087,1.461,0.164,5.855,17.567,15.942,0.5,4.335,4.095,1250.0,0.285,511.36,799.0,7.6,51.6,3.98,0.53,4520.0,3320.0,0.0152,0.08,0.00233,0.1127,0.0005,226.0,17.8,16.2,213.7,0,0,1,1.0
DLPUE2019M1,DLPUE2019M1-140816,RIO RABANILLO,42591,2016,INCUMPLE,LÓTICO,24000.0,24000.0,1500.0,5.261,0.152,0.701,47.554,53.668,52.815000000000005,0.5,0.0007,0.00075,250.0,0.204,151.04,236.0,7.8,43.6,3.39,0.3,888.0,526.0,0.0006505,0.03964,0.00010065,0.04465,0.0005,36.0,22.8,18.5,1512.1,0,0,1,1.0
DLPUE2019M1,DLPUE2019M1-180916,RIO RABANILLO,42629,2016,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,0.6,0.075,0.208,1.809,2.6919999999999997,2.409,0.5,2.312,1.871,300.0,0.271,499.84,781.0,7.6,27.1,1.95,1.16,894.44,605.0,0.00364,0.04948,0.00010065,0.03491,0.0005,244.0,27.0,19.8,195.0,0,1,1,1.0
DLPUE2019M1,DLPUE2019M1-231016,RIO RABANILLO,42664,2016,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,4.541,0.033,0.133,22.027,26.734,26.568,0.5,2.926,0.489,150.0,0.183,608.0,950.0,7.7,5.0,0.5,4.95,148.28,137.0,0.0006505,0.06336,0.00010065,0.04592,0.0005,222.0,22.8,18.4,89.3,1,1,1,1.0
DLPUE2019M1,DLPUE2019M1-120217,RIO RABANILLO,42775,2017,INCUMPLE,LÓTICO,11000.0,24000.0,2400.0,28.589,0.0025,0.038,26.343,54.97,54.932,0.5,3.132,2.975,150.0,0.363,608.64,951.0,7.8,13.1,1.02,8.0,115.79,142.0,0.0006505,0.02082,0.00071,0.03056,0.0005,262.0,19.7,12.8,47.9,1,1,1,1.0
DLPUE2019M1,DLPUE2019M1-020417,RIO RABANILLO,42824,2017,INCUMPLE,LÓTICO,24000.0,24000.0,4600.0,41.146,0.0025,1.649,12.133,54.928,53.279,1.38,8.52,7.04,200.0,0.542,774.4,1210.0,7.3,5.0,0.5,22.6,151.72,161.0,0.0006505,0.06179,0.00108,0.01813,0.0005,264.0,21.7,16.9,61.7,1,1,1,1.0
DLPUE2019M1,DLPUE2019M1-140517,RIO RABANILLO,42866,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,43.534,0.0025,0.088,0.477,44.099,44.011,1.25,12.284,6.379,250.0,1.228,840.512,1313.3,7.6,5.0,0.5,5.1,45.35,94.9,0.0006505,0.01758,0.00010065,0.04027,0.0005,326.0,19.3,16.7,13.2,1,1,1,1.0
DLPUE2019M1,DLPUE2019M1-090717,RIO RABANILLO,42922,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,11.569,0.0025,0.09,1.21,12.869,12.779,0.5,1.804,1.242,80.0,0.409,301.184,470.6,7.3,43.6,3.25,2.92,144.64,101.0,0.0006505,0.0157,0.00010065,0.02403,0.0005,204.0,20.3,18.5,212.0,0,0,1,1.0
DLPUE2019M1,DLPUE2019M1-200817,RIO RABANILLO,42963,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,25.644,0.0025,0.0155,12.118,37.762,37.762,0.5,2.178,1.84,200.0,0.356,527.104,823.6,7.7,16.1,1.36,2.446,583.33,529.0,0.0006505,0.03481,0.00010065,0.0545,0.0005,162.0,22.1,21.8,175.4,0,1,1,1.0
DLPUE2019M1,DLPUE2019M1-240917,RIO RABANILLO,42999,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,12.25,0.0025,0.0155,0.244,12.494,12.494,0.5,3.29,2.813,120.0,0.268,520.32,813.0,7.4,16.9,1.25,2.341,173.17,109.0,0.0006505,0.02773,0.00010065,0.02396,0.0005,214.0,24.9,21.7,107.3,0,1,1,1.0
DLPUE2019M1,DLPUE2019M1-280118,RIO RABANILLO,43122,2018,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,8.072,0.0025,0.0155,3.242,11.314,11.314,0.5,6.367,4.585,150.0,0.358,563.2,880.0,7.9,5.0,0.5,5.296,188.89,147.0,0.0006505,0.0283,0.00010065,0.04842,0.0005,198.0,23.2,18.7,174.5,1,1,1,1.0
DLPUE2019M1,DLPUE2019M1-110318,RIO RABANILLO,43164,2018,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,16.363,0.0025,0.0155,0.59,16.953,16.953,0.5,3.121,2.35,120.0,0.234,1031.04,1611.0,8.1,5.0,0.5,7.648,65.71,105.0,0.0006505,0.07821,0.00010065,0.01993,0.0005,248.0,20.0,15.8,144.9,0,1,1,1.0
DLPUE2019M1,DLPUE2019M1-150418,RIO RABANILLO,43206,2018,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,47.473,0.0025,0.0155,0.757,48.23,48.23,0.5,6.51,5.252,120.0,0.32,684.16,1069.0,7.8,5.0,0.5,11.749,71.8,84.1,0.0006505,0.01761,0.00010065,0.01779,0.0005,240.0,18.8,15.6,79.2,0,0,1,1.0
DLPUE2019M1,DLPUE2019M1-100618,RIO RABANILLO,43256,2018,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,10.658,0.0025,0.0155,8.627,19.285,19.285,0.5,3.568,1.234,120.0,1.19,582.4,910.0,7.6,5.0,0.5,3.002,264.0,199.0,0.0006505,0.06001,0.00061,0.07376,0.0005,320.0,20.5,17.5,79.9,1,1,1,1.0
DLPUE2019M1,DLPUE2019M1-281018,RIO RABANILLO,43398,2018,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,10.04,0.0025,0.0155,1.535,11.575,11.575,0.5,3.217,2.127,60.0,0.28,503.04,786.0,8.3,20.5,1.31,3.4860276784812543,74.24,51.5,0.0006505,0.1388,0.00010065,0.039,0.0005,222.75,23.8,18.0,152.2,0,0,1,1.0
DLPUE2019M1,DLPUE2019M1-231218,RIO RABANILLO,43454,2018,INCUMPLE,LÓTICO,11000.0,24000.0,4600.0,11.41,0.0025,0.0155,0.046,11.456,11.456,0.5,2.866,2.296,100.0,0.48,501.12,783.0,7.6,35.5,2.91,1.716,80.0,44.1,0.0006505,0.02342,0.00010065,0.00478,0.0005,174.0,14.0,13.0,71.9,0,0,1,1.0
DLPUE2019M1,DLPUE2019M1-170219,RIO RABANILLO,43507,2019,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,23.553,0.0025,0.0155,3.354,26.907,26.907,0.5,5.644,3.393,200.0,0.73,803.2,1255.0,7.9,21.2,1.38,9.085,82.5,123.0,0.0006505,0.04478,0.00010065,0.01921,0.0005,240.0,22.8,16.0,44.2,1,1,1,1.0
DLPUE2019M1,DLPUE2019M1-110819,RIO RABANILLO,43684,2019,INCUMPLE,LÓTICO,24196.0,24196.0,24196.0,15.513357,0.0072,0.057094,3.8589,19.436551,19.372257,0.5,2.54789,1.37721,120.0,0.367,414.08,647.0,7.8,46.2,4.45,1.618,68.0,50.0,0.0006505,0.0172,0.00010065,0.0667,0.004,154.101,23.0,21.0,353.8,0,0,1,1.0
DLPUE2019M1,DLPUE2019M1-090820,RIO RABANILLO,44049,2020,INCUMPLE,LÓTICO,24000.0,24130.553652180584,24000.0,18.145,0.456,0.177,1.175,19.953,19.32,0.5,1.643,1.033,150.0,0.4425915701181684,471.68,737.0,8.1,5.0,0.5,0.384,448.65,382.0,0.0006505,0.01775,0.00010065,0.08221,0.0005,188.0,26.8,18.8,196.2,0,0,1,1.0
DLPUE2019M1,DLPUE2019M1-120921,RIO RABANILLO,44445,2021,INCUMPLE,LÓTICO,24000.0,24130.553652180584,24000.0,13.519,0.0025,0.0155,8.881,22.4,22.4,0.5,2.208,1.353,50.0,0.3205493087996045,431.36,674.0,7.9,25.67924255652211,1.7490580319448354,3.867,155.0,100.0,0.0006505,0.03274,0.00010065,0.02965686078626123,0.0005,197.38364868124117,27.1,20.0,142.9,0,0,1,1.0
DLPUE2019M1,DLPUE2019M1-140822,RIO RABANILLO,44781,2022,INCUMPLE,LÓTICO,24000.0,24130.553652180584,11000.0,12.64,0.0025,0.0155,10.09,22.73,22.73,0.5,7.213,5.242,150.0,0.5104543189011527,794.24,1241.0,8.0,16.1,1.2,0.005,50.6,90.0,0.00065074,0.013,0.0001006445,0.022944762209417623,0.004,340.92246632897206,22.0,19.0,39.3,1,1,1,1.0
DLPUE2021,DLPUE2021-181112,RIO NEXAPA 0,41219,2012,INCUMPLE,LÓTICO,75.0,150.0,39.0,16.688,0.0025,0.183,18.088000000000005,34.959,34.776,0.5,9.495,29.055,5.0,1.0079,448.0,700.0,6.69,21.0,2.0,23.79256091954023,197.5,150.0,0.0006505,0.0006,0.00010065,0.00021,0.010841816596788453,248.92,22.0,28.3,0.0039,1,0,1,1.0
DLPUE2021,DLPUE2021-211012,RIO NEXAPA 0,41245,2012,INCUMPLE,LÓTICO,2400.0,2400.0,210.0,23.02,0.0025,0.159,0.0,23.179,23.02,0.746167833175455,3.931,12.028,40.0,0.0135,700.16,1094.0,7.27,13.0,1.2,2.1342032372505546,340.0,88.4,0.011,0.0006,0.00022466274752613928,0.071,0.0010179158187102113,182.28,22.0,16.7,0.0031,1,0,1,1.0
DLPUE2021,DLPUE2021-021212,RIO NEXAPA 0,41261,2012,INCUMPLE,LÓTICO,2400.0,2400.0,64.0,62.74,0.013,0.181,10.35,73.28399999999999,73.09,1.43,5.438,16.639,10.0,0.0045,624.64,976.0,7.52,12.0,1.2,14.577570817245817,295.0,130.0,0.007,0.0006,0.00010065,0.00021,0.001898547835229799,201.88,23.0,13.7,19.2,1,0,1,1.0
DLPUE2021,DLPUE2021-170313,RIO NEXAPA 0,41346,2013,INCUMPLE,LÓTICO,240000.0,2400000.0,240000.0,0.742,0.0025,0.238,14.093,15.073,14.835,2.63,14.363,4.813,250.0,0.0045,1057.92,1653.0,7.63,5.0,0.5,4.1749329220779225,310.0,331.0,0.0006505,0.0006,0.00010065,0.00021,0.020459032703246546,1260.0,27.1,21.6,17.0,1,0,1,1.0
DLPUE2021,DLPUE2021-280413,RIO NEXAPA 0,41388,2013,INCUMPLE,LÓTICO,2300.0,2800.0,2300.0,4.977,0.148,0.035,39.9,45.06,44.876999999999995,2.08,3.1965763157894735,0.027,400.0,0.047,989.44,1546.0,7.47,5.0,0.5,12.595447446633825,47.0,339.0,0.0006505,0.0006,0.00010065,0.00021,0.009964668325987379,530.0,28.2,22.2,5.0,1,0,1,1.0
DLPUE2021,DLPUE2021-160613,RIO NEXAPA 0,41446,2013,INCUMPLE,LÓTICO,2400.0,2400.0,2400.0,0.256,0.0025,0.054,1.4,1.71,1.656,0.5,2.3940238699705136,1.4531354014109799,150.0,0.384,124.8,195.0,6.87,47.0,4.3,1.3122879871850432,217.5,143.0,0.0006505,0.0039,0.00010065,0.0119,0.0008489701788838369,100.0,18.0,17.4,15.7,0,0,1,1.0
DLPUE2021,DLPUE2021-040813,RIO NEXAPA 0,41488,2013,INCUMPLE,LÓTICO,2400.0,2400.0,1100.0,0.606,0.0025,0.286,0.0,0.8919999999999999,0.606,0.5,2.649,3.933,60.0,0.4,337.92,528.0,7.34,25.0,2.4,2.076587527061193,120.0,36.5,0.0006505,0.005,0.00010065,0.005,0.0008550395190355222,145.0,21.4,18.8,5.0,1,0,1,1.0
DLPUE2021,DLPUE2021-010913,RIO NEXAPA 0,41516,2013,INCUMPLE,LÓTICO,2400.0,2400.0,1100.0,0.767,0.038,0.093,1.288,2.186,2.055,0.5,5.017,0.8,80.0,0.094,328.32,513.0,7.63,10.0,0.5,3.2228654479679806,5.0,47.0,0.0006505,0.0142,0.00019146468657173086,0.0139,0.0009301277533867114,150.0,21.4,18.6,6.4,0,1,1,1.0
DLPUE2021,DLPUE2021-061013,RIO NEXAPA 0,41550,2013,INCUMPLE,LÓTICO,140.0,150.0,110.0,2.569,0.099,0.39,19.152,22.21,21.721,0.5,0.158,0.44,250.0,0.521,578.5600000000001,904.0,7.58,5.0,0.5,1.191,430.0,238.0,0.0006505,0.008,0.00010065,0.005,0.0005,260.0,24.3,19.8,9.1,1,0,1,1.0
DLPUE2021,DLPUE2021-160314,RIO NEXAPA 0,41710,2014,INCUMPLE,LÓTICO,70.0,110.0,1.5,0.041,0.198,0.198,0.0,0.437,0.041,0.5,0.104,0.095,200.0,1.073,398.08,622.0,7.7,10.0,1.0,8.993,320.0,241.0,0.0006505,0.0064,0.0042,0.0157,0.0005,146.4,20.3,13.0,1.0,0,0,1,1.0
DLPUE2021,DLPUE2021-270414,RIO NEXAPA 0,41752,2014,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,36.448,0.285,0.059,2.8,39.59199999999999,39.248,0.5,9.614,2.975,150.0,0.788,729.6,1140.0,7.9,10.0,1.0,0.288,286.7,150.0,0.0006505,0.0136,0.00010065,0.0245,0.0005,208.0,18.1,18.1,5.0,1,0,1,1.0
DLPUE2021,DLPUE2021-080614,RIO NEXAPA 0,41794,2014,INCUMPLE,LÓTICO,24000.0,24000.0,2400.0,1.762,0.03,0.047,7.028,8.866999999999999,8.79,0.5,2.77,1.45,150.0,0.532,213.12,333.0,7.01,36.4,2.67,4.547,120.0,60.0,0.0006505,0.0006,0.00010065,0.012,0.006,242.0,18.5,16.8,6.0,1,0,1,1.0
DLPUE2021,DLPUE2021-200714,RIO NEXAPA 0,41836,2014,INCUMPLE,LÓTICO,24000.0,24000.0,1500.0,0.741,0.17,0.291,10.373,11.575,11.114,0.5,4.526,4.308,100.0,0.579,290.56,454.0,7.6,39.1,3.1,0.005,756.0,441.0,0.0006505,0.0236,0.00010065,0.0328,0.0005,93.1,13.9,16.4,3.0,0,0,1,1.0
DLPUE2021,DLPUE2021-310814,RIO NEXAPA 0,41878,2014,INCUMPLE,LÓTICO,24000.0,24000.0,4600.0,2.125,0.055,0.045,21.36,23.585,23.485,0.5,0.501,0.403,60.0,0.28,516.48,807.0,7.6,37.8,3.0,1.728,25.0,7.85,0.0006505,0.0006,0.00010065,0.0084,0.0005,98.1,18.9,14.9,4.0,1,0,1,1.0
DLPUE2021,DLPUE2021-220215,RIO NEXAPA 0,42053,2015,INCUMPLE,LÓTICO,24000.0,24000.0,4600.0,47.404,0.0025,0.163,0.78,48.347,48.184000000000005,0.5,4.568,4.245,250.0,1.425,774.4,1210.0,7.6,5.0,0.5,11.8,123.33,110.0,0.0006505,0.0006,0.00010065,0.0089,0.0005,170.0,22.5,18.7,9.0,1,1,1,1.0
DLPUE2021,DLPUE2021-050415,RIO NEXAPA 0,42095,2015,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,1.661,0.0025,0.057,30.686,32.403999999999996,32.347,0.5,1.128,1.098,100.0,0.402,468.48,732.0,7.7,19.2,1.28,8.4,16.0,14.2,0.0006505,0.0006,0.00010065,0.0046,0.0005,98.0,22.4,22.3,7.0,0,0,1,1.0
DLPUE2021,DLPUE2021-170515,RIO NEXAPA 0,42136,2015,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,18.382,0.0025,0.034,23.911,42.327,42.293000000000006,0.5,4.54,1.669,300.0,1.22,686.08,1072.0,7.1,5.0,0.5,14.4,286.67,248.0,0.0006505,0.0105,0.00010065,0.0197,0.005,170.0,18.5,19.4,5.0,1,0,1,1.0
DLPUE2021,DLPUE2021-050715,RIO NEXAPA 0,42185,2015,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,4.279,0.0025,0.046,55.855,60.18,60.134,1.08,3.518,0.807,250.0,1.568,695.6800000000001,1087.0,7.5,11.6,0.5,9.3,293.33,268.0,0.0006505,0.009,0.00010065,0.019,0.0005,192.0,22.5,19.5,22.0,1,1,1,1.0
DLPUE2021,DLPUE2021-160815,RIO NEXAPA 0,42227,2015,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,8.636,0.0025,0.086,23.338,32.06,31.974,1.2,6.381,3.731,250.0,1.006,680.32,1063.0,7.5,5.0,0.5,10.4,176.0,154.0,0.0006505,0.0067,0.00010065,0.0112,0.0005,130.0,23.7,20.3,9.0,1,1,1,1.0
DLPUE2021,DLPUE2021-270915,RIO NEXAPA 0,42269,2015,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,4.194,0.044,0.163,36.603,41.004000000000005,40.797,0.5,1.405,1.404,400.0,1.202,680.32,1063.0,7.7,5.0,0.5,8.6,226.67,210.0,0.0006505,0.0068,0.00010065,0.0121,0.0005,144.0,20.6,20.4,13.0,1,0,1,1.0
DLPUE2021,DLPUE2021-210216,RIO NEXAPA 0,42419,2016,INCUMPLE,LÓTICO,4600.0,4600.0,4600.0,30.135,0.0025,0.097,86.794,117.026,116.929,1.42,13.761,12.858,500.0,1.528,886.4,1385.0,7.5,5.0,0.5,13.4,655.56,697.0,0.0006505,0.0089,0.00010065,0.016,0.0005,246.0,23.8,16.7,3.7,1,1,1,1.0
DLPUE2021,DLPUE2021-030416,RIO NEXAPA 0,42461,2016,INCUMPLE,LÓTICO,24000.0,24000.0,15.0,2.275,0.028,0.242,72.416,74.961,74.691,1.87,5.508,4.437,750.0,1.154,1072.0,1675.0,7.7,5.0,0.5,6.45,540.91,580.0,0.0006505,0.0106,0.0005,0.0146,0.0005,250.0,28.3,22.2,5.1,1,1,1,1.0
DLPUE2021,DLPUE2021-080516,RIO NEXAPA 0,42496,2016,INCUMPLE,LÓTICO,24000.0,24000.0,200.0,19.585,0.031,0.074,10.226,29.916000000000004,29.811,0.5,7.227,7.212,200.0,0.784,541.44,846.0,7.6,15.2,1.12,4.05,88.09,80.7,0.0006505,0.0058,0.00010065,0.009,0.0005,144.0,25.0,21.9,2.3,1,1,1,1.0
DLPUE2021,DLPUE2021-260616,RIO NEXAPA 0,42545,2016,INCUMPLE,LÓTICO,24000.0,42546.0,24000.0,9.516,1.68,8.508,1.748,21.452,11.264,0.5,4.715,2.58,60.0,0.337,310.40000000000003,485.0,7.2,35.6,2.75,1.65,172.22,96.6,0.0006505,0.0113,0.00010065,0.0157,0.0005,102.0,18.2,16.3,6.9,0,0,1,1.0
DLPUE2021,DLPUE2021-070816,RIO NEXAPA 0,42587,2016,INCUMPLE,LÓTICO,24000.0,24000.0,280.0,3.725,0.238,0.0155,80.385,84.348,84.11,1.6,10.37,0.47,500.0,0.899,847.36,1324.0,7.4,5.0,0.5,5.9,247.37,206.0,0.0006505,0.00631,0.00217,0.00703,0.0005,240.0,20.8,19.4,4.9,1,1,1,1.0
DLPUE2021,DLPUE2021-110916,RIO NEXAPA 0,42622,2016,INCUMPLE,LÓTICO,4600.0,11000.0,2100.0,0.321,0.391,0.0155,151.678,152.39,151.999,2.66,4.7649007066557445,3.4368421158597826,400.0,0.888,780.8000000000001,1220.0,7.9,5.0,0.5,9.3,133.33,180.0,0.0006505,0.00633,0.00010065,0.01158,0.0005,166.0,20.9,21.1,6.7,1,1,1,1.0
DLPUE2021,DLPUE2021-190217,RIO NEXAPA 0,42783,2017,INCUMPLE,LÓTICO,11000.0,24000.0,11000.0,27.456,0.0025,0.479,22.0,49.935,49.456,0.5,7.178,3.6,120.0,0.406,440.32,688.0,7.7,19.1,1.67,2.0,152.0,105.0,0.0006505,0.0006,0.00010065,0.00533,0.0005,76.0,15.8,10.3,2.1,1,1,1,1.0
DLPUE2021,DLPUE2021-090417,RIO NEXAPA 0,42830,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,26.516,0.0025,1.573,16.23,44.319,42.745999999999995,0.5,6.51,6.097,200.0,0.62,88.32000000000001,138.0,7.6,19.0,1.8,11.2,77.55,68.9,0.0006505,0.0006,0.00010065,0.00629,0.0005,122.0,16.0,14.2,5.6,1,1,1,1.0
DLPUE2021,DLPUE2021-210517,RIO NEXAPA 0,42872,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,41.1,0.046,0.189,7.549,48.884,48.649,0.5,12.396,8.261,400.0,1.158,761.6,1190.0,7.2,5.0,0.5,28.2,762.5,127.0,0.0006505,0.00904,0.00010065,0.01436,0.0005,56.0,27.5,20.5,14.8,1,1,1,1.0
DLPUE2021,DLPUE2021-160717,RIO NEXAPA 0,42928,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,24.864,0.0025,0.0155,7.993,32.857,32.857,0.5,6.367,5.111,200.0,0.92,535.232,836.3,7.5,24.2,1.78,3.291,140.0,126.0,0.0006505,0.00792,0.00010065,0.01214,0.0005,156.0,21.0,18.7,14.3,1,0,1,1.0
DLPUE2021,DLPUE2021-270817,RIO NEXAPA 0,42970,2017,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,48.286,0.0025,0.0155,13.129,61.415,61.415,0.5,6.122,3.525,150.0,0.423,496.384,775.6,7.9,5.0,0.5,3.456,132.69,94.9,0.0006505,0.06661,0.00010065,0.01012,0.0005,124.0,20.2,19.0,0.9,1,0,1,1.0
DLPUE2021,DLPUE2021-011017,RIO NEXAPA 0,43005,2017,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,15.409,0.034,0.059,2.124,17.626,17.533,0.5,3.932,3.086,200.0,0.661,496.2452634119075,777.2128366550994,7.3,5.0,0.5,3.879,137.21,146.0,0.0006505,0.0006,0.00010065,0.00827,0.0005,130.0,21.9,18.6,5.5,1,1,1,1.0
DLPUE2021,DLPUE2021-210118,RIO NEXAPA 0,43117,2018,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,20.276,0.0025,0.0155,0.797,21.073,21.073,1.08,10.501,10.151,300.0,0.761,865.28,1352.0,7.9,12.7,1.15,12.623,82.93,108.0,0.0006505,0.03223,0.00010065,0.00524,0.0005,50.0,20.2,11.3,1.4,1,1,1,1.0
DLPUE2021,DLPUE2021-040318,RIO NEXAPA 0,43159,2018,INCUMPLE,LÓTICO,24000.0,24000.0,11000.0,37.471,0.0025,0.0155,0.451,37.922,37.922,0.5,9.527,5.575,150.0,0.085,449.28,702.0,7.6,5.0,0.5,13.709,96.36,116.0,0.0006505,0.00869,0.00010065,0.00637,0.0005,54.0,20.4,14.6,23.8,1,1,1,1.0
DLPUE2021,DLPUE2021-080418,RIO NEXAPA 0,43201,2018,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,62.162,0.018,0.0155,10.399,72.579,72.56099999999999,0.5,10.4,4.943,200.0,0.662,684.8000000000001,1070.0,7.6,5.0,0.5,6.578,353.33,271.0,0.0006505,0.06146,0.00053,0.00826,0.0005,270.0,23.8,18.9,14.1,1,0,1,1.0
DLPUE2021,DLPUE2021-030618,RIO NEXAPA 0,43252,2018,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,35.717,0.136,0.35,38.143,74.346,73.86,1.7379748593436921,10.635,8.369,400.0,0.9680300291052759,776.96,1214.0,6.0,5.0,0.5,2.541,1987.5,433.0,0.0006505,0.05487,0.00154,0.02216,0.018,445.0,25.8,22.3,10.4,1,1,1,1.0
DLPUE2021,DLPUE2021-281018,RIO NEXAPA 0,43397,2018,INCUMPLE,LÓTICO,280.0,24000.0,110.0,1.385,0.017,0.0155,28.697,30.099,30.082,1.71,6.481,0.308,200.0,0.27,723.2,1130.0,8.1,5.0,0.5,8.067,432.0,414.0,0.0006505,0.03183,0.00010065,0.01365,0.0005,174.24,24.2,19.0,10.7,1,1,1,1.0
DLPUE2021,DLPUE2021-231218,RIO NEXAPA 0,43453,2018,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,72.475,0.0025,0.0155,3.155,75.63,75.63,1.16,13.789,9.188,250.0,0.595,1063.68,1662.0,7.5,19.1,1.46,9.663,476.92,399.0,0.0006505,0.00735,0.00010065,0.0029,0.0005,188.0,18.1,14.8,11.2,1,1,1,1.0
DLPUE2021,DLPUE2021-100219,RIO NEXAPA 0,43501,2019,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,2.169,0.0025,0.0155,0.112,2.281,2.281,0.5,13.277,6.865,150.0,0.519,465.92,728.0,7.9,29.7,2.69,5.002,207.41,196.0,0.0006505,0.0523,0.00010065,0.0059,0.0005,10.0,20.7,12.3,9.9,1,1,1,1.0
DLPUE2021,DLPUE2021-110819,RIO NEXAPA 0,43685,2019,INCUMPLE,LÓTICO,24000.0,24000.0,24000.0,46.35788,0.00525,0.106458,19.21027,65.679858,65.56815,0.5,8.26918,4.8202,500.0,0.428,632.32,988.0,8.0,49.2,3.63,3.33,140.0,110.0,0.0006505,0.0117,0.00010065,0.0166,0.0059,152.345,23.0,19.1,26.3,1,0,1,1.0
DLPUE2021,DLPUE2021-090820,RIO NEXAPA 0,44048,2020,INCUMPLE,LÓTICO,24000.0,24130.553652180584,24000.0,8.957,1.801,1.672,0.686,13.116,9.643,0.5,3.582,1.726,80.0,0.20301350382574018,182.4,285.0,7.9,29.4,1.77,1.504,107.0,45.1,0.0006505,0.02201,0.00010065,0.02005,0.0005,176.0,20.1,15.8,5.1,0,0,1,1.0
